Intersection,Borough,score
JAMAICA AV,Queens,0.09367037411526795
E 13 ST,Brooklyn,0.09366380009735518
Ryder Street,Brooklyn,0.09363341443633415
190 Street,Queens,0.0936284046692607
34 Street,Queens,0.0936284046692607
Sedgwick Avenue,Bronx,0.09362081543324957
Bragg Street,Brooklyn,0.09360203957751609
CORNELIA ST,Queens,0.09359925412460983
Highland Avenue,Queens,0.09359047078842882
Hillside Avenue,Queens,0.09358028694172003
69 Lane,Queens,0.09356914484600752
Brigham Street,Brooklyn,0.09356914484600752
Watkins Avenue,Staten Island,0.09356914484600752
Dorval Avenue,Staten Island,0.09356914484600752
Homelawn Street,Queens,0.09355753646677471
Alderton Street,Queens,0.09353624478892622
Holland Avenue,Bronx,0.09353624478892622
W/B 70 ST @ 12 AVE,Brooklyn,0.09325525040387722
UNION TP,Queens,0.09307106292071425
Westminster Road,Brooklyn,0.0930064308681672
Sackett Street,Brooklyn,0.09288760157695712
Garnet Street,Brooklyn,0.09287552267610164
2 Place,Brooklyn,0.09287552267610164
Douglass Street,Brooklyn,0.09287552267610164
MC KINLEY AV,Brooklyn,0.0928336145255885
W/B ARTHUR KILL RD @ CORTELYOU AVE,Staten Island,0.09282143571285743
BARTOW AV,Bronx,0.09269741860371754
E 72ND ST BET PARK AVE & LEXINGTON AVE,Manhattan,0.09268253522257457
59TH ST APPROACH TO 3RD AVE,Manhattan,0.09268253522257457
Duane Street,Manhattan,0.09268097052336073
MILLER AV,Brooklyn,0.09251206765867476
EVERTON ST,Queens,0.09249249249249249
95 AV,Queens,0.09249249249249249
N/B HIMROD ST @ SENECA AVE,Queens,0.09247027741083223
JEFFERSON AV,Queens,0.09247027741083223
SHORE PKWY (BELT PKWY),Brooklyn,0.0923932615741667
146 AV,Queens,0.09203138066982597
E/B 63 RD @ 108 ST,Queens,0.09199427025306382
155 ST,Queens,0.09193984723106302
AV P,Brooklyn,0.09188586891639142
MILL BASIN BR,Brooklyn,0.09175077485496305
91 ST,Queens,0.09136192923502669
S/B 38 ST @ 23 AVE,Queens,0.09131156613171001
TRUCKELMANS LA,Brooklyn,0.0912899146380019
SEAVIEW AV,Brooklyn,0.0912899146380019
SCHENCK ST,Brooklyn,0.0912899146380019
E/B LINCOLN PLACE @ TROY AVE,Brooklyn,0.09124474645508465
EMPIRE BLVD @ TROY AVE,Brooklyn,0.09124474645508465
MIDWOOD ST,Brooklyn,0.09124474645508465
63 ST,Brooklyn,0.09117090105728262
CLARKSON AV,Brooklyn,0.09114797819351296
AV O,Brooklyn,0.0910919993687865
S/B UNION SQUARE EAST @ E 16 ST,Manhattan,0.09105180533751962
GRND CNTRL PKWY SR W,Queens,0.09102367166883296
KINGS HWY,Brooklyn,0.09099866004571609
HOOK CREEK BLVD,Queens,0.09099808136575434
111 RD,Queens,0.0909268903943298
CLARENDON RD,Brooklyn,0.09082684289198333
W/B FARRAGUT RD @ E 38 ST,Brooklyn,0.09079474884049996
92 ST,Queens,0.09074474356455099
MARATHON PKWY,Queens,0.09070952567620541
115 RD,Queens,0.09068059537367945
W/B SAUNDERS ST @ 63 AVE,Queens,0.09067387980712689
ROCKAWAY BLVD WB APPROACH TO ATLANTIC AVE,Queens,0.09064178460814679
FOREST PARK DR,Queens,0.09055272442179538
COOPER AV,Queens,0.09042136591478697
EAST 116 STREET,Manhattan,0.09037912281388161
PEDESTRIAN OPAS,Queens,0.09026285982111472
N/B JEROME AVE @MACOMBS DAM BR. APPROACH,Bronx,0.09025171982489055
5 ST,Brooklyn,0.09021293221332291
PELHM PKY W OF SB HUT RIVR PKY OF RP,Bronx,0.09017801374141161
E/B HIGHLAWN AVE @ W 13 ST,Brooklyn,0.09017801374141161
STILLWELL AV BR,Brooklyn,0.09014601389864918
131 STREET,Queens,0.09011956225415742
WASHINGTON STREET,Manhattan,0.09005920847616079
AV Z,Brooklyn,0.09001598378230868
BROADWAY WB APPROACH TO 69TH ST,Queens,0.09000584453535944
E/B PARK CIRCLE @ CONEY ISLAND AVENUE,Brooklyn,0.08997038653366583
BAY RIDGE AVENUE,Brooklyn,0.0899598706510305
E 55 ST,Brooklyn,0.08994708994708994
WEST 59 STREET,Manhattan,0.08993884625871539
S/B PARK CIRCLE @ OCEAN PKWY,Brooklyn,0.08992483545585543
WEST 42 STREET,Manhattan,0.08990732808971263
LYNCH ST,Brooklyn,0.0897742363877822
STORY AV,Bronx,0.08977100423778235
WALLABOUT ST,Brooklyn,0.08974650880388585
SB FT HAMILTON PKWY APPRO ACHING BAY RIDGE PKWY,Brooklyn,0.08952800649425954
FT HAMILTON PKWY SB APPR BAY RIDGE PKWY,Brooklyn,0.08952800649425954
7th AVE APPROACH TO BAY RIDGE PKWY,Brooklyn,0.08952800649425954
BAY PARKWAY SB APPROACH TO 75TH ST,Brooklyn,0.08952800649425954
SB 7TH AVE APPROACHING BAY RIDGE PKWY,Brooklyn,0.08952800649425954
COLONIAL RD,Brooklyn,0.08939217963608208
SENATOR STREET,Brooklyn,0.08917468041555633
HOME ST,Bronx,0.08917221986826393
EAST 12 STREET,Manhattan,0.08916779301023364
WHITESTONE EXPRESSWAY SR EAST,Queens,0.08916779301023364
W/B FULTON ST @ CLASSON AVE,Brooklyn,0.08916164891153312
W/B GATES AVE @ CLASSON AVE,Brooklyn,0.08916164891153312
W/B CLIFTON PLACE @ CLASSON AVE,Brooklyn,0.08916164891153312
STEUBEN ST,Brooklyn,0.08891441700172314
N/B MENAHAN ST @ ONDERDONK AVE,Queens,0.08886497290233308
LITTLE CLOVE RD BET GAYUGA & SENCECA AVE,Staten Island,0.08886497290233308
53 RD,Queens,0.08884803921568628
9 AVENUE,Manhattan,0.0887940316874327
N/B SMITH ST @ SACKETT ST,Brooklyn,0.0887335305189567
S/B ROCHESTER AVE @ UNION ST,Brooklyn,0.0887335305189567
BROOKLYN AVE BTWN EASTERN PKWY & UNION ST,Brooklyn,0.0887335305189567
ASTORIA BOULEVARD SOUTH,Queens,0.08873261086772731
C P 7 AVENUE APPROACH,Manhattan,0.0887223823246878
4TH AVE APPROACHING UNION ST,Brooklyn,0.08870874793499559
UNION ST BR,Brooklyn,0.08870193231147477
WYCKOFF AV,Brooklyn,0.08868489783376862
PARKSIDE AV/S LAKE DR,Brooklyn,0.08868407969712035
PACIFIC STREET,Brooklyn,0.08837013830518836
MONTGOMERY STREET,Brooklyn,0.0882712745622754
PRESIDENT STREET,Brooklyn,0.08825777845730448
PITKIN AV,Queens,0.08825552074577825
N/B SHORE RD @ RIDGE BLVD,Brooklyn,0.08824091412848244
AVE OF THE AMERICAS/CENTRAL PARK S,Manhattan,0.08810656517602283
EAST 58 STREET,Manhattan,0.08788824604141292
ROCHESTER AVENUE,Brooklyn,0.08776130748764728
CLASSON AVENUE,Brooklyn,0.08765469592286083
UNION STREET,Brooklyn,0.08764471436705257
WEST 26 STREET,Manhattan,0.08763140916163802
KEW GDNS RD,Queens,0.08752179516336897
W FARMS RD,Bronx,0.08752179516336897
CARROLL ST BRIDGE,Brooklyn,0.08750852724929888
N/B METCALF AVE @  E 174 ST,Bronx,0.08749668573160108
SHORE BOULEVARD,Brooklyn,0.08748531807676278
BRYANT AVE BET E 173RD & E 172ND STS,Bronx,0.08747206121907793
MORRIS AV,Bronx,0.08747206121907793
WADSWORTH AVENUE,Manhattan,0.08715046105405203
STANHOPE STREET,Brooklyn,0.08703348020939254
COOPER STREET,Brooklyn,0.08699909611328714
DECATUR STREET,Brooklyn,0.08697453668826277
JEFFERSON AVENUE,Brooklyn,0.08697453668826277
STEINWAY ST,Queens,0.08687012597480503
W 182 ST,Manhattan,0.08684714451995644
39 ST,Brooklyn,0.08680164979377578
E/B W 178TH ST@ AMSTERDAM AVE & AUDUBON AVE,Manhattan,0.08676862951411071
W/B W 179TH ST @ AUDUBON AVE,Manhattan,0.08676862951411071
185TH ST BET AMSTERDAM & AUDUBON AVES,Manhattan,0.08676862951411071
LINCOLN ST/131 ST,Queens,0.08672818666066472
131 ST,Queens,0.08668068173286282
HOWARD AV,Brooklyn,0.08667417417417417
MELROSE AVENUE,Bronx,0.08660118467421458
MELROSE AV,Bronx,0.0865766779152606
AVENUE J,Brooklyn,0.08632986072215376
PARK LANE SOUTH,Queens,0.08627963412357663
30 Street,Queens,0.0862582904836426
Lie Wb Entrance Maurice Ave,Queens,0.0862582904836426
Pulaski Bridge Bike Path,Queens,0.0862582904836426
Long Island Expwy Et 17 E-w Eb,Queens,0.08622745565658071
8 Street,Queens,0.08622428021957504
30 Avenue,Queens,0.08621140275547923
188th ST FR 89th AVE TO HILLSIDE AVE,Queens,0.08616509381177963
S/B 188 ST @ HILLSIDE AVE,Queens,0.08616509381177963
VAN WYCK EXWY SR W,Queens,0.08616509381177963
148 ST,Queens,0.08616509381177963
SUTPHIN BLVD,Queens,0.0861535017350099
S/B AMSTERDAM AVE @ W 145 ST,Manhattan,0.08612333159346805
RIVERSIDE DR MAIN RD APPROACH TO W 97TH ST,Manhattan,0.08610531026252984
BROADWAY APPROACHING W 174TH ST,Manhattan,0.08607321255498397
CENTRAL PK,Manhattan,0.08605473840997951
WADSWORTH AVE N/O W 173rd ST,Manhattan,0.08601549694531366
BROADWAY N/O W 173rd ST,Manhattan,0.08601549694531366
E 80 ST,Brooklyn,0.08599069767441861
E 75 ST,Manhattan,0.0859822824387702
E 86TH ST BET 1ST AVE & YORK AVE,Manhattan,0.08595785868513141
E 78 ST,Brooklyn,0.08594506067148068
MAJOR AVENUE,Staten Island,0.08571005807716495
REMSEN LA,Queens,0.08568153243103321
AVE Z BET E 13 ST & SHEEPSHEAD BAY RD,Brooklyn,0.08567613678510497
S/B  BROADWAY @ EAST 13TH ST,Manhattan,0.08567613678510497
MORRIS PARK AVENUE,Bronx,0.08567093479387167
LITTLE NECK PKWY NB & SB NORTH OF JERICHO TPKE,Queens,0.08565722316739403
N/B 1ST AVE (LEFT TURN BAY) @ E 14 ST,Manhattan,0.08565175458120039
N/B 1ST AVE (LEFT) @ E 14 ST,Manhattan,0.08565175458120039
N/B 3RD AVE @ EAST 14TH ST,Manhattan,0.08565175458120039
HOLLIS COURT BOULEVARD,Queens,0.08564651817811214
DEPOT PLACE,Bronx,0.08564017046507319
13 AV,Brooklyn,0.08534782287277297
72 ST,Queens,0.08527873922969291
271 ST,Queens,0.08518013201076736
HENRY STREET,Brooklyn,0.08507737656595431
W 13 ST,Brooklyn,0.0849070468072599
BAYCHESTER AVE SOUTH OF BARTOW AVE,Bronx,0.08486162666764674
CO OP CITY APPROACH TO BARTOW AVE,Bronx,0.08484915297835594
77 ST,Brooklyn,0.08467490557042796
W 6 ST,Brooklyn,0.08447045911834644
FLATBUSH AV,Brooklyn,0.08446118955300315
CONEY ISLAND AV,Brooklyn,0.084242402130687
W 6TH ST APPROACHING AVE P,Brooklyn,0.08418674149932577
75TH ST WB APPROACH TO BAY PARKWAY,Brooklyn,0.0841594984691646
TROY AV,Brooklyn,0.08372628775062092
W 9 ST,Brooklyn,0.08352021992331621
W 8 ST,Brooklyn,0.08352013883867236
W 6TH ST NB APPROACH TO 65TH ST,Brooklyn,0.08351115772722341
UTICA AVE NB APPROACH TO AVE N,Brooklyn,0.08349605843639256
E/B 63 RD @ 112 ST,Queens,0.08346269087758565
63rd RD APPROACH TO GRAND CENTRAL PKWY SER RD WEST,Queens,0.08346269087758565
E 17 ST/PARK AV S,Manhattan,0.08346224412706407
WEST 6th ST N. OF KINGS HIGHWAY.,Brooklyn,0.0834416991764196
W 6TH ST NB APPROACH TO KINGS HWY,Brooklyn,0.08343571583435716
WEST 6th ST S.OF KINGS HIGHWAY,Brooklyn,0.08343571583435716
FRANCIS LEWIS BLVD,Queens,0.08334837382232971
E 32 ST,Brooklyn,0.0832972739073994
E 39 ST,Brooklyn,0.08327027708716175
NEW YORK AV,Brooklyn,0.08326721961774251
4TH AVE APPROACHING 92ND ST,Brooklyn,0.0832282471626734
W/B 57 AVE @ 92 ST,Queens,0.0832282471626734
LIBERTY AVE EB APPROACH TO 93RD ST,Queens,0.0832282471626734
ROCKAWAY BLVD APPROACH TO 93RD ST,Queens,0.0832282471626734
LIBERTY AVE APPROACH TO 93RD ST,Queens,0.0832282471626734
S/B 7 AVENUE @ 92 STREET,Brooklyn,0.08320420885733848
MORENCI LA,Queens,0.08319856244384546
61 AV,Queens,0.08319856244384546
63 DR,Queens,0.08316860151673076
N/B 71 ST @ CENTRAL AVE,Queens,0.08296205806266169
S/B 69 DR @ COOPER AVE,Queens,0.08295311657984551
Pleasant Avenue,Manhattan,0.08292070326515967
E/B GCP S SERVICE RD @ CITY LINE,Queens,0.08282285509582661
E/B 47 RD @ VERNON BLVD,Queens,0.08278062596350338
S/B 4 AVE @ 5 ST (S LEG),Brooklyn,0.08276282304025234
S/B 4 AVE @ 5 ST,Brooklyn,0.08276282304025234
HUTCHINSON PKWY SB EN PELHAM PKW,Bronx,0.08275145916138504
14 Avenue,Queens,0.08270220062875107
W/B BATTERY PLACE @ WASHINGTON ST,Manhattan,0.08265142040378774
E 1 ST,Brooklyn,0.0826150709917385
E 17 ST BET AVE Z & JEROME AVE,Brooklyn,0.0826150709917385
WEST ST,Brooklyn,0.08259112208033766
E 7 ST,Brooklyn,0.08259112208033766
HUBBARD ST,Brooklyn,0.08259112208033766
E 6 ST,Brooklyn,0.08258521406345005
12 Avenue,Brooklyn,0.08256159044588264
WHITE PLAINS RD,Bronx,0.08246723097253474
LEE AV,Brooklyn,0.08241930429332497
MIDDLETON ST,Brooklyn,0.082387352879727
WYTHE AV/FRANKLIN AV,Brooklyn,0.08235826716812926
74 ST,Brooklyn,0.08233416105001774
PRESIDENT ST,Brooklyn,0.0820861033097515
FRANKLIN AV,Brooklyn,0.0820403825717322
N/B REV JAMES A POLITE AVE @ E 169 ST,Bronx,0.08190402093574282
CLAVER PL,Brooklyn,0.0818951770083986
CAYUGA AV/SIE WB EN CLOVE RD,Staten Island,0.0816448993999294
ONDERDONK AV,Queens,0.0816448993999294
West 39 Street,Manhattan,0.08158508158508158
West 34 Street,Manhattan,0.08158508158508158
42 Street,Brooklyn,0.08156128576474744
West 219 Street,Manhattan,0.08155552415936705
SACKETT ST,Brooklyn,0.08153401072537397
LINDEN ST,Brooklyn,0.08147494707127735
Underhill Avenue,Brooklyn,0.08122718337545633
S/B CROSS BAY BLVD @ VAN WICKLEN RD,Queens,0.08113041951904511
96 ST,Queens,0.08113041951904511
Classon Avenue,Brooklyn,0.08111431181058104
Lincoln Place,Brooklyn,0.08074490758533943
UNNAMED ST,Queens,0.08073708870939543
8 Avenue,Brooklyn,0.08071451043450904
Crown Street,Brooklyn,0.08068912496505451
MAC DOUGAL ST,Brooklyn,0.08064403464654932
MACON ST,Brooklyn,0.08064403464654932
E 174 ST,Bronx,0.08054229254522009
JENNINGS ST,Bronx,0.0805034516421449
80 RD,Queens,0.08048661461238148
Mackenzie Street,Brooklyn,0.08047939239800718
MOUNT EDEN PKWY,Bronx,0.08046817849305048
E 173 ST,Bronx,0.08044455283419852
West 181 Street,Manhattan,0.08019583505723349
West 188 Street,Manhattan,0.08019583505723349
Myrtle Avenue,Brooklyn,0.08009700329118309
Cooper Avenue,Brooklyn,0.08006790700897343
Wilson Avenue,Brooklyn,0.08006790700897343
SETH CT,Staten Island,0.07979274611398963
112 Street,Queens,0.07962352294586425
91 AV,Queens,0.07951112331776984
East 81 Street,Brooklyn,0.07950092802639719
East 103 Street,Brooklyn,0.07950092802639719
89 AV,Queens,0.07945064377682404
ARCHER AVENUE,Queens,0.0794381289281176
NEW DORP LANE,Staten Island,0.07943169699680072
WEXFORD TER/87 DR,Queens,0.07942176286783642
30 AVENUE,Queens,0.07938800068763968
ROCKAWAY BLVD WB APPROACH TO SUTPHIN BLVD,Queens,0.07935144790628972
W 174 ST,Manhattan,0.07926536216958462
Sand Lane,Staten Island,0.0789751626861095
SHEEPSHEAD BAY RD,Brooklyn,0.07894646944283128
E 14 ST/UNION SQ S,Manhattan,0.07894646944283128
Muliner Avenue,Bronx,0.07894198650214738
189 Street,Queens,0.07892131763099505
Major Deegan Expwy Et 7 Nb,Bronx,0.07891592995869884
87 DR,Queens,0.0789016454876844
E/B 73 ST @ 14 AVE,Brooklyn,0.07867657080550634
Union Street,Brooklyn,0.07844136431580377
QUENTIN RD,Brooklyn,0.07834897827781355
W/B HIGHLAWN AVE @ W 13 ST,Brooklyn,0.07829326109041652
BAY PLZ DRIVEWAY,Bronx,0.07827914703190154
W/B AVE W @ WEST 6 ST,Brooklyn,0.07792207792207792
PARK PL,Brooklyn,0.07791462797367978
CORTELYOU RD,Brooklyn,0.07780960404380792
CONEY ISL AVE &CHURCH AVE BET E10TH & CONEY ISL AVE,Brooklyn,0.07772805276086006
BANNER AV/PEDESTRIAN OPAS/BEP WB EN CONEY ISL AV,Brooklyn,0.07772805276086006
SHORE PKWY/BEP EB EN CONEY ISL AV,Brooklyn,0.07772805276086006
FRIEL PL,Brooklyn,0.07772805276086006
E/B CORTELYOU RD @ STRATFORD RD,Brooklyn,0.07771009322518763
CONEY ISL AVE & CORTELYOU BET STRATFORD&CONEY ISL,Brooklyn,0.07771009322518763
W/B CORTELYOU RD(W LEG)@CONEY ISLAND AV,Brooklyn,0.07771009322518763
W/B CORTELYOU RD @ CONEY ISLAND AVE,Brooklyn,0.07771009322518763
GUIDER AV,Brooklyn,0.07770486286387346
BAY PKWY,Brooklyn,0.07763171166324849
HAMILTON ST,Brooklyn,0.07711309921217786
HOLLIS CT BLVD,Queens,0.07708708108468253
58 AV,Queens,0.07708451314167694
HIGHLAWN AV,Brooklyn,0.07705913763182486
N/B UNION SQUARE EAST @ E 17 ST,Manhattan,0.07704057913262934
94 ST,Queens,0.0770304863858506
115 DR,Queens,0.07696664778595942
121 AV,Queens,0.07695384102649558
93 ST,Queens,0.07692563522681921
CENTRAL AV,Queens,0.07677983573304958
GCP EB EXIT 8,Queens,0.07651845970623264
VERNON BLVD,Queens,0.07651015606878955
3 ST,Brooklyn,0.07647974561955549
BROOKLYN BATTERY TUNNEL,Manhattan,0.07637215749694709
JEROME AV,Brooklyn,0.07637168433918012
AV R,Brooklyn,0.07629778937977068
39 STREET,Brooklyn,0.07629553786702778
LORIMER ST,Brooklyn,0.07623029913155356
E 233RD ST BET BYRON AVE & WHITE PLAINS RD,Bronx,0.07621498564782737
W/B HOOPER ST @ LEE AVE,Brooklyn,0.07617332003731463
FLUSHING AV/NOSTRAND AV,Brooklyn,0.07617332003731463
N/B ROCHESTER AVE @ UNION ST,Brooklyn,0.07586660095285033
EMPIRE BLVD WB APPROACH TO FRANKLIN AVE,Brooklyn,0.07585032900121125
LYMAN PL/E 169 ST,Bronx,0.07573380401385893
SARATOGA AV,Brooklyn,0.07546984801438143
19 AVENUE,Brooklyn,0.0754279367568274
VAN WICKLEN RD,Queens,0.07507224729681462
43RD AVE BET 50TH ST & ISLAND AT 51ST ST,Queens,0.07474668997442621
METRO NORTH RR,Bronx,0.07473551392798214
HOPKINSON AV,Brooklyn,0.07473459347488348
STATE RD,Queens,0.07471282963921695
WEST 17 STREET,Manhattan,0.07471282963921695
WEST 34 STREET,Manhattan,0.07471282963921695
FULTON ST/RALPH AV,Brooklyn,0.07465580764010084
S/B TOMPKINS AVE @ MACDONOUGH ST,Brooklyn,0.0746331372422264
HOE AVE BET E 172nd ST & JENNINGS STs,Bronx,0.07451271459919968
BRYANT AVE&JENNINGS ST SB AP BT E172ND ST&JENNINGS,Bronx,0.07451271459919968
LONGFELLOW AVE&JENNINGS S NB AP BT FREEMAN&JENNINGS,Bronx,0.07451271459919968
BOONE AV,Bronx,0.07451031011003904
EASTBURN AV,Bronx,0.07450512605583855
N/B CHEVY CHASE ST @ UNION TURNPIKE,Queens,0.07449828999161127
69 ROAD,Queens,0.07375823336621376
135TH ST N/O AMBULANCE ENTRANCE/EXIT,Queens,0.0736323155216285
3 Street,Staten Island,0.07363117446347141
Main Avenue,Queens,0.07355142866244067
BAISLEY BLVD S,Queens,0.07354719623193941
14 AV,Brooklyn,0.07323184268950206
W 12 ST,Brooklyn,0.07263762836416167
BAYCHESTER AV NB SOUTH OF BAY PLAZA ROAD-RIGHT ONLY,Bronx,0.07261691354530302
BENSON AV,Brooklyn,0.0724437611771719
VAN SICKLEN ST,Brooklyn,0.07231818750782326
S/B SARATOGA AVE @ PARK PLACE,Brooklyn,0.07230990855568083
ARGYLE RD,Brooklyn,0.07226238537852471
N/B CONEY ISLAND AVE(N LEG)@CORTELYOU RD,Brooklyn,0.0722213537595748
STRATFORD RD,Brooklyn,0.07221266614542611
WESTMINSTER RD,Brooklyn,0.07221266614542611
E 10 ST,Brooklyn,0.07218458272190827
MAIN ST,Queens,0.07216366632465877
65TH ST EB APPROACH TO BAY PARKWAY,Brooklyn,0.07207066608402522
75TH ST EB APPROACH TO BAY PARKWAY,Brooklyn,0.07206813714784888
86TH ST WB APPROACH TO BAY PARKWAY,Brooklyn,0.07206813714784888
65TH ST WB APPROACH TO BAY PARKWAY,Brooklyn,0.07205267428072146
UTOPIA PKWY,Queens,0.07159867627501315
N/B W 13 ST @ HIGHLAWN AVE,Brooklyn,0.0715658318869328
E/B LIBERTY AVE @ 94 ST,Queens,0.07154983486125259
ROCKAWAY BLVD BET 93RD ST & 94TH ST,Queens,0.07145945278240998
LIBERTY AVE APPROACH TO 94TH ST,Queens,0.07145945278240998
HYATT ST,Staten Island,0.071435186614392
35 ST,Queens,0.07132312234729656
SAGE ST,Queens,0.07130724807757635
ROOSEVELT ISLAND BR,Queens,0.07109646826985251
S/B 3 AVE BRIDGE @ 3 STREET - 6 STREET,Brooklyn,0.07107473616196425
N/B 3 AVE BRIDGE @ 3 STREET - 6 STREET,Brooklyn,0.07105708570549316
3 ST BR,Brooklyn,0.0710483399489215
SHEEPSHEAD BAY RD BET E 16TH ST & JEROME AVE,Brooklyn,0.07098140305652734
W FORDHAM RD/E FORDHAM RD,Bronx,0.07098140305652734
SHEEPSHEAD BAY RD BET E 16 ST & JEROME AVE,Brooklyn,0.07098140305652734
13 Avenue,Brooklyn,0.07091567448140419
UNION AV,Brooklyn,0.0708586115178865
BROADWAY BET LORIMER & WALTON STS,Brooklyn,0.0708586115178865
BYRON AV,Bronx,0.07084610668301655
MARCY AV,Brooklyn,0.07080942132950742
MC KEEVER PL,Brooklyn,0.070530959987829
DECATUR ST,Brooklyn,0.07032130348713263
SUMPTER ST,Brooklyn,0.07020209694575293
ST MARKS AV,Brooklyn,0.07020209694575293
E/B JEFFERSON AVE @ BROADWAY,Brooklyn,0.07019730641777885
19 AV,Brooklyn,0.069973937814413
51 ST,Queens,0.06958382304191905
W/B Macdonough St @ Thomas S Boyland St,Brooklyn,0.0695607639934928
MAC DONOUGH ST,Brooklyn,0.06945614246179761
FREEMAN ST,Bronx,0.06935183516549528
W/B EAST 174 STREET BRIDGE @ BOONE AVE,Bronx,0.0693497522150473
WEST FARMS RD&JENNINGS ST NB AP BT BOONE AVE&JENNIN,Bronx,0.06934766938971648
110 Street,Queens,0.06869776539624207
3 STREET BRIDGE,Brooklyn,0.06858347937149137
BATH AV,Brooklyn,0.06829744439185992
BAY PKWY APPROACH TO 72ND ST,Brooklyn,0.06774599642825775
56 AVENUE,Queens,0.06762710881790249
BAY 31 ST,Brooklyn,0.06760472735782823
56 AV,Queens,0.06758912772314565
BAY PKWY SB BET 86th AND BENSON AVE,Brooklyn,0.06756796301173441
BAY PARKWAY NB APPROACH TO 86TH ST,Brooklyn,0.06756796301173441
PROSPECT PL,Brooklyn,0.06756005500775375
CATON AV,Brooklyn,0.0674298396752621
DORCHESTER RD,Brooklyn,0.06740360496995858
CHURCH AV,Brooklyn,0.06739834787938936
SLOCUM PL,Brooklyn,0.06737640367507657
W/B CORTELYOU RD @ STRATFORD RD,Brooklyn,0.06735509465884892
PARK PEDESTRIAN PATH,Queens,0.06733362331448456
PEDESTRIAN PATH,Queens,0.06733362331448456
E/B BOOTH MEMORIAL AVE @ 141 ST,Queens,0.06733362331448456
PARK PEDESTRIAN  CROSSING,Queens,0.06733362331448456
57 RD,Queens,0.06733362331448456
52 ST,Brooklyn,0.06727463434531787
21 AV,Brooklyn,0.06725061110464439
AV S,Brooklyn,0.06680361069320681
STUYVESANT PL,Staten Island,0.06668587896253603
2 ST,Brooklyn,0.06638515454440998
STAGG ST,Brooklyn,0.06619596461362431
WALTON ST,Brooklyn,0.06619596461362431
EMPIRE BLVD @ BEDFORD AVE,Brooklyn,0.0659106412005457
IRVING AV,Brooklyn,0.06582285697995952
BROOKLYN AVE BTWN BERGEN ST & ST MARKS AVE,Brooklyn,0.06562358019082236
53 ST,Brooklyn,0.06539964878490909
54 ST,Brooklyn,0.06539964878490909
SKILLMAN AVE BET 51ST & 52ND STS,Queens,0.06508809020436927
N/B Thomas S Boyland St @Macdonough St,Brooklyn,0.06498733464677738
NB BRIDGE ENTRANCE ON MCGUINNESS (N/O FREEMAN),Brooklyn,0.06488035052241321
VYSE AVE BET FREEMAN & JENNING STS,Bronx,0.06485955056179775
69 AVENUE,Queens,0.06430850325981412
BAY PARKWAY SB APPROACH TO BATH AVE,Brooklyn,0.06395767547504293
141 ST,Queens,0.06341012823299283
LUKE PL,Queens,0.06336095639179459
86 ST,Brooklyn,0.0633592185056115
219 ST,Queens,0.0633355070101076
S/B 90 ST @ 56 AVE,Queens,0.0633355070101076
195 ST,Queens,0.0633355070101076
UTICA AVE NB APPROACH TO CHURCH AVE,Brooklyn,0.06316825726708414
RUGBY RD,Brooklyn,0.06316825726708414
UTICA AVE SB APPROACH TO CHURCH AVE,Brooklyn,0.06316682168846091
S/B 33 ST @ 21 AVE,Queens,0.06303849929108954
UTICA AVE FLATBUSH AVE NB JUST NORTH OF AVE T,Brooklyn,0.06263563368055555
BAY ST/PEDESTRIAN PATH,Staten Island,0.06254221261650682
HEWES ST,Brooklyn,0.06211066324661048
BERGEN ST,Brooklyn,0.06160733319121722
20 AV,Queens,0.06151842895485105
18 AV,Brooklyn,0.0614520679193059
EAGLE ST,Brooklyn,0.06095212976394567
JUSTICE AV,Queens,0.059611109691596186
N/B WEST 6 ST @ AVE W,Brooklyn,0.05960828839057621
WEST 6th ST S.OF AVE W,Brooklyn,0.05960828839057621
WEST 6th ST N.OF 86th ST,Brooklyn,0.05960828839057621
BAY PKWY NB BET 86th ST & 85th ST,Brooklyn,0.05960401662407393
BAY PARKWAY SB APPROACH TO 86TH ST,Brooklyn,0.05960401662407393
E/B AVE W @ WEST 6 ST,Brooklyn,0.059597862839738794
SNYDER AV,Brooklyn,0.059439300411522636
20 RD,Queens,0.05932442483777476
UTICA AV,Brooklyn,0.05912326522251242
S/B MOTHER GASTON BLVD @ BERGEN ST,Brooklyn,0.058055771692477595
COURT ST APPROACH TO BERGEN ST,Brooklyn,0.058055771692477595
S/B BELL BLVD @ 18 AVE,Queens,0.05791796209006118
N/B BELL BLVD @ 18 AVE,Queens,0.05791321795836468
85 ST,Queens,0.05681734294643077
AV W,Brooklyn,0.05632396629815419
S/B BROADWAY @ JUSTICE AVE,Queens,0.056280292252417354
N/B BROADWAY @ JUSTICE AVE,Queens,0.05625889218452338
N/B 146 ST @ 20 AVE,Queens,0.056024986078493086
AV J,Brooklyn,0.05593966059082338
LENOX RD BET E 51ST & UTICA AVE,Brooklyn,0.05584566289527125
KINGS HWY MAIN RD APPROACH TO UTICA AVE,Brooklyn,0.05584443853242073
KINGS HWY SR SB APPROACH TO UTICA AVE,Brooklyn,0.05583498573293998
AMITY ST,Brooklyn,0.054892658047681175
DEAN ST,Brooklyn,0.054892658047681175
16 AV,Brooklyn,0.0548110902924365
7 AV,Brooklyn,0.053912068925260924
51 AV,Queens,0.0533032004748208
N/B E 2 ST @ AVE I,Brooklyn,0.05299787092786337
