Intersection,Borough,score
146 ST,Queens,1.0
BRONX RIVER PKWY,Bronx,1.0
MARCY AV,Brooklyn,1.0
PINEGROVE ST,Queens,1.0
INWOOD ST/LLOYD RD,Queens,1.0
LLOYD RD,Queens,1.0
ARCHER AV,Queens,1.0
HHP SB EXIT 23 N,Bronx,1.0
SCARSDALE ST,Staten Island,1.0
Brooklyn Queens Expwy Et 32 Eb,Brooklyn,1.0
Major Deegan Expwy Et 14 Nb,Bronx,1.0
125 Street,Queens,1.0
Conselyea Street,Brooklyn,1.0
Bronx Rvr Py Nb En Pelham Py Eb,Bronx,1.0
WAYNE AV,Bronx,1.0
W 263 ST,Bronx,1.0
West 263 Street,Bronx,1.0
W 261 ST,Bronx,1.0
Corbin Avenue,Staten Island,1.0
Dekalb Avenue,Brooklyn,1.0
E 96 ST,Manhattan,1.0
JEROME AV/W GUN HILL RD,Bronx,1.0
ROCHAMBEAU AV,Bronx,1.0
Lexington Avenue,Manhattan,1.0
East 12 Street,Manhattan,1.0
E 14 St,Brooklyn,1.0
Temple Court,Brooklyn,1.0
WOODRUFF AV,Brooklyn,1.0
PETERS PL,Bronx,1.0
Vireo Avenue,Bronx,1.0
Chester Avenue,Brooklyn,1.0
RIVERSIDE DR/HHP NB EN DYCKMAN ST/HHP SB EN DYCKM*,Manhattan,1.0
GRAVESEND NECK RD,Brooklyn,1.0
JORALEMON ST,Brooklyn,1.0
MONTAGUE ST,Brooklyn,1.0
216 ST,Queens,1.0
East Raleigh Avenue,Staten Island,1.0
Tompkins Avenue,Brooklyn,1.0
197 ST,Queens,1.0
E 210 ST,Bronx,1.0
POLY PL/WAINWRIGHT DR,Brooklyn,1.0
Pinegrove Street,Queens,1.0
110 Road,Queens,1.0
Clawson Street,Staten Island,1.0
W 123 ST,Manhattan,1.0
SMITH ST,Brooklyn,1.0
54 Avenue,Queens,1.0
Horace Harding Expressway Sr N,Queens,1.0
Delaware Avenue,Queens,1.0
Murray Street,Queens,1.0
Lirr Port Washington Line,Queens,1.0
PAERDEGAT 8 ST,Brooklyn,1.0
45 AV/ELMHURST AV,Queens,1.0
E 6 ST,Brooklyn,1.0
AV Y,Brooklyn,1.0
Kingston Ave,Brooklyn,1.0
PARROTT PL,Brooklyn,1.0
85 ST,Queens,1.0
ISLINGTON ST,Staten Island,1.0
DEWEY PL,Staten Island,1.0
Amtrak-northeast Line,Manhattan,1.0
183 ST,Queens,1.0
19 Avenue,Brooklyn,1.0
17 AV,Brooklyn,1.0
West 85 Street,Manhattan,1.0
Varkens Hook Road,Brooklyn,1.0
ARNOW AV,Bronx,1.0
EASTCHESTER RD,Bronx,1.0
LEFFERTS AV/EMPIRE BLVD,Brooklyn,1.0
W 179 ST/G WASHINGTON BR EN W 179 ST,Manhattan,1.0
85 RD,Queens,1.0
HOMECREST AV,Brooklyn,1.0
E 59 ST/CENTRAL PARK S,Manhattan,1.0
Camden Avenue,Staten Island,1.0
E 73 ST,Manhattan,1.0
Baltic Ave,Staten Island,1.0
Brigham Street,Brooklyn,1.0
BQE WB EN WILLIAMSBURG ST W/BROOKLYN QUEENS EXWY/*,Brooklyn,1.0
20 RD,Queens,1.0
B 79 ST,Queens,1.0
E 87 ST,Manhattan,1.0
East 23 Street,Brooklyn,1.0
Brown Place,Queens,1.0
East 151 Street,Bronx,1.0
E 46 ST,Brooklyn,1.0
53 Avenue,Queens,1.0
AV L,Brooklyn,1.0
E 28 ST,Brooklyn,1.0
E 64 ST,Manhattan,1.0
Calhoun Avenue,Bronx,1.0
East Tremont Avenue,Bronx,1.0
PELHAM PKWY S/HUTCH RIVER PKWY E,Bronx,1.0
STUART ST,Brooklyn,1.0
DEVON AV,Brooklyn,1.0
58 ST/34 AV,Queens,1.0
DARLINGTON AV,Staten Island,1.0
HINSDALE STREET,Brooklyn,1.0
RIVERSIDE DR/DYCKMAN ST,Manhattan,1.0
Voorhies Ave and Shore Pkwy,Brooklyn,1.0
Chelsea Street,Queens,1.0
21 AV,Brooklyn,1.0
W 46 ST/E 46 ST,Manhattan,1.0
Crosby Street,Manhattan,1.0
BEECHWOOD PL,Staten Island,1.0
FENIMORE ST,Brooklyn,1.0
W 23 ST/5 AV,Manhattan,1.0
BAY 20 ST,Brooklyn,1.0
West 180 Street,Manhattan,1.0
BATH AV,Brooklyn,1.0
102 ST,Queens,1.0
C P W 85 APPR/W 85 ST,Manhattan,1.0
W 58 ST,Manhattan,1.0
Castleton Court,Staten Island,1.0
EVERITT PL,Queens,1.0
HUDSON ST/W BROADWAY,Manhattan,1.0
MC KEEVER PL,Brooklyn,1.0
Roosevelt Court,Queens,1.0
75 Road,Queens,1.0
100 ST,Queens,1.0
Rockaway Line,Queens,1.0
ROSE LANE,Staten Island,1.0
North Railroad Street,Staten Island,1.0
38 AV,Queens,1.0
ASH AV,Queens,1.0
BEECH AVENUE,Queens,1.0
ECKFORD AV,Queens,1.0
SI EXWY EN EB/LILY POND AV,Staten Island,1.0
222 Street,Queens,1.0
Alabama Avenue,Brooklyn,1.0
Wortman Avenue,Brooklyn,1.0
E 60 STREET PEDESTRIAN OPAS,Manhattan,1.0
UNION AV,Brooklyn,1.0
THE MALL,Manhattan,1.0
ADAMS AV,Staten Island,1.0
W FARMS RD/E 167 ST,Bronx,1.0
WARSOFF PL,Brooklyn,1.0
56 AV/218 ST,Queens,1.0
FT GREENE PL,Brooklyn,1.0
Sheffield Avenue,Brooklyn,1.0
Elmira Loop,Brooklyn,1.0
W 125 ST,Manhattan,1.0
W 134 ST,Manhattan,1.0
117 ST,Queens,1.0
Bay Parkway,Brooklyn,1.0
Preston Avenue,Staten Island,1.0
PARSONS BLVD/BIKE PATH,Queens,1.0
156 ST,Queens,1.0
Beekman Pl and Midwood St.,Brooklyn,1.0
Amsterdam Avenue,Manhattan,1.0
DOUGLASTON PKWY/WILLOW DR,Queens,1.0
ST NICHOLAS AV/W 162 ST,Manhattan,1.0
Brooklyn Brdg Ped And Bike Path,Manhattan,1.0
Front Street,Brooklyn,1.0
Columbus Avenue,Manhattan,1.0
RESERVOIR AV,Bronx,1.0
BROADWAY/MALCOLM X BLVD,Brooklyn,1.0
Rock Street,Brooklyn,1.0
15 Avenue,Queens,1.0
143 AV,Queens,1.0
Strong Place,Brooklyn,1.0
Baltic Street,Brooklyn,1.0
LANDING ROAD,Bronx,1.0
RUTGERS ST/ESSEX ST,Manhattan,1.0
Church Avenue,Brooklyn,1.0
14 Road,Queens,1.0
St Pauls Avenue,Staten Island,1.0
West 167 Street,Bronx,1.0
Foster Ave and Farragut Rd,Brooklyn,1.0
Robinson Street,Queens,1.0
ARGYLE RD,Brooklyn,1.0
9 ST BR,Brooklyn,1.0
AMANDA CT,Staten Island,1.0
WOODROW RD,Staten Island,1.0
Pompey Avenue,Staten Island,1.0
Amboy Street,Brooklyn,1.0
Bristol Street,Brooklyn,1.0
Thatford Avenue,Brooklyn,1.0
97 AV,Queens,1.0
Corson Avenue,Staten Island,1.0
SCHUYLER ST,Staten Island,1.0
Howard Avenue,Brooklyn,1.0
CLAVER PLACE,Brooklyn,1.0
245 Street,Queens,1.0
62 Avenue,Queens,1.0
24 Road,Queens,1.0
CLOSE AV,Queens,1.0
COLLEGE AV,Bronx,1.0
Bqe Wb Entrance Columbia St,Brooklyn,1.0
Brooklyn Queens Expwy Et 27 Wb,Brooklyn,1.0
248th St and 249th St,Queens,1.0
RUSHMORE AV,Queens,1.0
BROWVALE LA,Queens,1.0
82 DR,Queens,1.0
101 AVENUE,Queens,1.0
178th Pl and Farmers Blvd,Queens,1.0
WEST 76 STREET,Manhattan,1.0
W 23 ST/E 23 ST,Manhattan,1.0
S GREENLEAF AV,Staten Island,1.0
Houseman Ave,Staten Island,1.0
KNOX PL,Bronx,1.0
60 DR,Queens,1.0
JEWETT AV,Staten Island,1.0
BAY 35 ST,Brooklyn,1.0
24 AV,Brooklyn,1.0
BRONXDALE AV/BRONX PARK E,Bronx,1.0
Whitestone Expressway Sr East,Queens,1.0
GREENPOINT AV BR/KINGSLAND AV/JJ BYRNE MEMORIAL B*,Brooklyn,1.0
W 94 ST,Manhattan,1.0
W 53RD ST,Manhattan,1.0
West 54 Street,Manhattan,1.0
WYGANT PL,Staten Island,1.0
Powell Street,Brooklyn,1.0
E 233RD ST BET AMUNDSON & DURYEA AVES,Bronx,1.0
CHATHAM SQUARE,Manhattan,1.0
W/B QUEENSBORO BR NORTH UPPER RDWY,Queens,1.0
S/B 164 ST @ 77 ROAD,Queens,1.0
CLARENDON RD W/O RALPH AVE,Brooklyn,1.0
SOUND STREET,Queens,1.0
EAST 28 STREET,Brooklyn,1.0
E/B LINCOLN PLACE @ TROY AVE,Brooklyn,1.0
EMPIRE BLVD @ TROY AVE,Brooklyn,1.0
S/B WASHINGTON ST @ BATTERY PLACE,Manhattan,1.0
BATTERY PARK VIADUCT,Manhattan,1.0
CRESCENT STREET,Queens,1.0
WEST 207 STREET,Manhattan,1.0
VALENTINE AVENUE,Bronx,1.0
ARNOLD AV,Queens,1.0
BROADWAY WB APPROACH TO 55TH ST,Queens,1.0
N/B 184 ST @ 64 AVE,Queens,1.0
N/B TROTTING CO LANE @ METROPOL.ITAN AVE,Queens,1.0
S/B 150 ST @ 75 AVE,Queens,1.0
REMSEN AVE SB APPROACHING RUTLAND RD,Brooklyn,1.0
36 AV,Queens,1.0
W/B 21 AVE @ 33 ST,Queens,1.0
DYCKMAN ST,Manhattan,1.0
ANDREWS AV,Queens,1.0
4TH AVE RIGHT LANE BET 55TH & 56TH STS,Brooklyn,1.0
S/B 18 AVE @ 56 ST,Brooklyn,1.0
E/B WILLIAMSBURG BR SOUTH OUTER RDWY,Manhattan,1.0
CLASSON AVENUE,Brooklyn,1.0
S/B HUTCHINSON RIVER PKWY @ ENGLAND,Bronx,1.0
EAST 92 STREET,Brooklyn,1.0
EMPIRE BLVD @ KINGSTON AVE,Brooklyn,1.0
S/B 11 ST @ 44 AVE,Queens,1.0
HHP SB EXIT 17,Manhattan,1.0
ASTORIA BOULEVARD SOUTH,Queens,1.0
S/B TOMPKINS AVE @ MACDONOUGH ST,Brooklyn,1.0
W/B Macdonough St @ Thomas S Boyland St,Brooklyn,1.0
REMSEN AVE NB APPROACHING EAST NEY YORK AVE,Brooklyn,1.0
UTICA AVE NB APPROACH TO EMPIRE BLVD,Brooklyn,1.0
INT RMP,Queens,1.0
43 AV,Queens,1.0
S/B HONEYWELL ST @ SKILLMAN AVE,Queens,1.0
S/B SPRINGFIELD BLVD @ 145 RD,Queens,1.0
CO-OP CITY BOULEVARD,Bronx,1.0
N/B HONEYWELL ST @ NORTHERN BLVD,Queens,1.0
Fort Hamilton Pkwy NB,Brooklyn,1.0
Fort Hamilton Pkwy SB,Brooklyn,1.0
YORK AVE BET E 76TH ST & E 77TH ST,Manhattan,1.0
N/B 11 ST @ 44 AVE,Queens,1.0
PROSPECT PARK WEST APPROACH TO CARROLL ST,Brooklyn,1.0
7TH AVE APPROACH TO CARROLL ST,Brooklyn,1.0
N/B Thomas S Boyland St @Macdonough St,Brooklyn,1.0
E/B JEFFERSON AVE @ BROADWAY,Brooklyn,1.0
MAC DOUGAL STREET,Brooklyn,1.0
MARION STREET,Brooklyn,1.0
WEST 58 STREET,Manhattan,1.0
TOTTEN AV,Queens,1.0
DELEVAN STREET,Brooklyn,1.0
S/B KINGSLAND AVE @ MASPETH AVE,Brooklyn,1.0
PAGE PL,Queens,1.0
CONWAY STREET,Brooklyn,1.0
BUSHWICK AVENUE,Brooklyn,1.0
EAST 14 STREET,Manhattan,1.0
UNIVERSITY HEIGHTS BRG,Manhattan,1.0
S/B KNAPP ST @ HARKNESS AVE,Brooklyn,1.0
S/B KNAPP ST (S LEG) @ HARKNESS AVE,Brooklyn,1.0
BARTOW AVE EAST OF BAYCHESTER AVE,Bronx,1.0
BARTOW AVE WEST OF BAYCHESTER AVE,Bronx,1.0
ROCKAWAY BLVD APPROACH TO WOODHAVEN BLVD,Queens,1.0
N/B POWELL ST @ LIBERTY AVE,Brooklyn,1.0
93RD ST APPROACH TO LIBERTY AVE,Queens,1.0
LIBERTY AVE WB APPROACH TO 93RD ST,Queens,1.0
93RD ST NB APPROACH TO LIBERTY,Queens,1.0
N/B HAMILTON AVE @ NELSON ST,Brooklyn,1.0
GRAND CENTRAL PKWY S SER. RD,Queens,1.0
LAFAYETTE STREET,Manhattan,1.0
W/B JOHNSON AVE @ HUMBOLDT ST,Brooklyn,1.0
RIVERSIDE RD MAIN RD APPROACH TO W 97TH ST,Manhattan,1.0
METROPOLITAN AVENUE BRIDGE,Brooklyn,1.0
FRANKLIN AVENUE,Brooklyn,1.0
NEGUNDO AV,Queens,1.0
S/B HUMBOLDT ST @ JOHNSON AVE,Brooklyn,1.0
GRAND STREET,Brooklyn,1.0
W/B METROPOLITAN AVE BRIDGE @,Brooklyn,1.0
W/B W 197 ST @ RESERVOIR AVE,Bronx,1.0
N/B CHEVY CHASE ST @ UNION TURNPIKE,Queens,1.0
LAWTON ST,Brooklyn,1.0
S/B FRESH POND ROAD @ 60 ROAD,Queens,1.0
HHP SB EXIT 11,Manhattan,1.0
225 ST,Queens,1.0
KANE STREET,Brooklyn,1.0
FORBELL ST,Brooklyn,1.0
VAN DUZER STREET,Staten Island,1.0
S/B BROADWAY @ W 181 ST,Manhattan,1.0
E/B CYPRESS AVE @ HIMROD ST,Queens,1.0
E/B SENECA AVE @ HIMROD ST,Queens,1.0
E/B 9 STREET BRIDGE @ SMITH ST - 2 AVE,Brooklyn,1.0
S/B E 4 ST @ AVE V,Brooklyn,1.0
BARLOW AVENUE,Staten Island,1.0
BELMONT AVENUE,Brooklyn,1.0
N/B ROCKAWAY BLVD @ 97 AVE,Queens,1.0
HYATT ST,Staten Island,1.0
FULTON AVENUE,Brooklyn,1.0
91 AVENUE,Queens,1.0
BAY PARKWAY NB APPROACH TO BATH AVE,Brooklyn,1.0
69 LANE,Queens,1.0
E 233RD ST BET LACONIA & ELY/STRANG AVES,Bronx,1.0
EMPIRE BLVD @ NOSTRAND AVE,Brooklyn,1.0
MARCUS GARVEY BOULEVARD,Brooklyn,1.0
Northern Blvd WB Between,Queens,1.0
KEW GDNS RD,Queens,1.0
LEFFERTS BOULEVARD,Queens,1.0
LENOX AVE NB APPROACH TO E 125TH ST,Manhattan,1.0
South Conduit Ave EB Between,Queens,1.0
BROADWAY BET LORIMER & WALTON STS,Brooklyn,1.0
W/B BATTERY PLACE @ WASHINGTON ST,Manhattan,1.0
S/B 5TH AVE @ E 23RD ST,Manhattan,1.0
Richmond Ter,Staten Island,1.0
W/B W GUNHILL RD(W LEG)@JEROME AV,Bronx,1.0
W/B FARRAGUT RD @ E 38 ST,Brooklyn,1.0
N/B FRESH POND ROAD @ 60 ROAD,Queens,1.0
CASTLETON AVE BET JEWETT AVE & RECTOR ST,Staten Island,1.0
S/B WHITE PLAINS RD @ BRONX PARK E,Bronx,1.0
GREENPOINT AVE BET KINGSLAND & REVIEW AVES,Brooklyn,1.0
RIVERSIDE DR SR APPROACH TO W 95TH ST,Manhattan,1.0
RIVERSIDE DR MAIN RD APPROACH TO W 95TH ST,Manhattan,1.0
AV R,Brooklyn,1.0
JEWETT AVE BET CASTLETON AVE & BENNETT ST,Staten Island,1.0
BLAKE AVENUE,Brooklyn,1.0
E/B 35 AVE @ 65 ST,Queens,1.0
E/B 97 AVE @ ROCKAWAY BLVD,Queens,1.0
E/B EAST GUN  HILL RD @ DEKALB AVE,Bronx,1.0
E/B EAST GUN HILL RD @ BAINBRIDGE AVE,Bronx,1.0
Ave H,Brooklyn,1.0
Ocean Ave NB Between,Brooklyn,1.0
Ocean Ave SB Between,Brooklyn,1.0
OCEAN AV,Brooklyn,1.0
E 233RD ST BET PETERS PL & WEBSTER AVE,Bronx,1.0
EAST 236 STREET,Bronx,1.0
LAFAYETTE AVE @ WAVERLY AVE,Brooklyn,1.0
FLUSHING AVE @ HALL ST,Brooklyn,1.0
FT HAMILTON PARKWAY,Brooklyn,1.0
STAFF ST,Manhattan,1.0
DECATUR ST,Brooklyn,1.0
COOPER ST,Brooklyn,1.0
N/B E 3 ST @ AVE V,Brooklyn,1.0
N/B WAYNE AVE @ E GUN HILL RD,Bronx,1.0
S/B 7 AVENUE @ POLY PLACE,Brooklyn,1.0
FREEMAN ST BET VYSE AND BRYANT AVE,Bronx,1.0
E 172ND ST BET VYSE & BRYANT AVES,Bronx,1.0
E173RD ST&BRYANT AVE EB AP BT VYSE & BRYANT AVES,Bronx,1.0
HOME ST BET VYSE & BRYANT AVES,Bronx,1.0
JENNING ST BET VYSE & BRYANT AVES,Bronx,1.0
EAST 94 STREET,Brooklyn,1.0
155 STREET,Queens,1.0
BEACH AVENUE,Staten Island,1.0
E/B 62 DR @ 97 ST,Queens,1.0
62nd DR EB APPR TO 97th ST,Queens,1.0
GREENWICH ST,Manhattan,1.0
W/B GANSEVOORT ST @ WASHINGTON ST,Manhattan,1.0
HUDSON ST,Manhattan,1.0
WBB W/B NORTH OUTER ROADWAY,Manhattan,1.0
S/B 108 ST @ 62 DR,Queens,1.0
PELHAM BR,Bronx,1.0
8 AVENUE,Manhattan,1.0
JAY STREET,Brooklyn,1.0
WEST 42 STREET,Manhattan,1.0
E/B 35 AVE @ 30 ST,Queens,1.0
W/B 35 AVE @ 30 ST,Queens,1.0
34 AVENUE,Queens,1.0
Forest Ave,Staten Island,1.0
N/B YELLOWSTONE BLVD @ 67 DR,Queens,1.0
S/B NOSTRAND AVE @ VERNON AVE,Brooklyn,1.0
ROCKAWAY BLVD SB APPROACH TO INWOOD STREET,Queens,1.0
WEST 37 STREET,Manhattan,1.0
E/B NASSAU AVE @ LEONARD ST,Brooklyn,1.0
W/B NASSAU AVE @ MANHATTAN AVE,Brooklyn,1.0
39 STREET,Brooklyn,1.0
TRANTOR PLACE,Staten Island,1.0
W/B 69 RD @ GRAND CENTRAL PKWY,Queens,1.0
ROCKAWAY BLVD NB APPROACH TO INWOOD STREET,Queens,1.0
ROMBOUTS AVENUE,Bronx,1.0
N/B DECKER AVE @ PLAMER AVE,Staten Island,1.0
S/B DECKER AVE @ CATHERINE ST,Staten Island,1.0
39TH ST APPROACHING 4TH AVE,Brooklyn,1.0
E/B E 14 ST @ 2ND AVE,Manhattan,1.0
W/B EAST 14TH ST @ 3RD AVE,Manhattan,1.0
E/B EAST 14TH ST @ 2ND AVE,Manhattan,1.0
53RD ST APPROACH TO 3RD AVE,Manhattan,1.0
54TH ST APPROACH TO 3RD AVE,Manhattan,1.0
VAN WYCK EXPRESSWAY EXIT 11 SB,Queens,1.0
ROCKAWAY BLVD EB APPROACH TO SUTPHIN BLVD,Queens,1.0
E/B PALMER AVE @ DECKER AVE,Staten Island,1.0
W/B UNION SQUARE E @ E 14 ST,Manhattan,1.0
5TH AVE BET 22ND & 23RD STS,Manhattan,1.0
N/B 188 ST @ PALO ALTO AVE,Queens,1.0
HUTCH RIVER PKWY E,Bronx,1.0
S/B DECKER AVE @ PLAMER AVE,Staten Island,1.0
TARLTON STREET,Staten Island,1.0
GUY R BREWER BOULEVARD,Queens,1.0
E/B NASSAU AVE @ DIAMOND ST,Brooklyn,1.0
GREENPOINT AVE BET MOULTRIE & HUMBOLDT STS,Brooklyn,1.0
E 48 ST,Brooklyn,1.0
W/B E 23 ST @ 2ND AVE,Manhattan,1.0
W/B E 14 ST @ 2 AVE,Manhattan,1.0
57TH ST APPROACH TO 3RD AVE,Manhattan,1.0
W/B 61 ST @ 3 AVE,Brooklyn,1.0
N/B 4TH AVE @ EAST 15TH ST,Manhattan,1.0
W/B AVE V @ E 4 ST,Brooklyn,1.0
S/B 2ND AVE (THROUGH) @ E 14 ST,Manhattan,1.0
N/B IRVING PL @ EAST 15 TH ST,Manhattan,1.0
S/B IRVING PL. @  EAST 14TH ST,Manhattan,1.0
S/B 3RD AVE @ EAST 14TH ST,Manhattan,1.0
SHEEPSHEAD BAY RD BET E 14 ST & E 15 ST,Brooklyn,1.0
E/B AVE V @ E 4 ST,Brooklyn,1.0
171 STREET,Queens,1.0
HENRY HUDSON PARKWAY EXIT NB,Manhattan,1.0
HHP NB EN W 79 ST EB,Manhattan,1.0
E/B HARVEST AVE @ BEMENT AVE,Staten Island,1.0
E/B CASTLETON AVE @ OAKLAND AVE,Staten Island,1.0
S/B STEINWAY ST @ 30 AVE,Queens,1.0
UNION HALL STREET,Queens,1.0
Woodhaven Blvd SB,Queens,1.0
PLEASANT AVENUE,Manhattan,1.0
EAST 57 STREET,Manhattan,1.0
ED KOCH QUEENSBORO BRIDGE APPR,Manhattan,1.0
S/B 192 ST @ 47 AVE,Queens,1.0
W/B 47 AVE @ 193 ST,Queens,1.0
HOMELAWN ST APPROACHING 169TH ST,Queens,1.0
GREELEY AVENUE,Staten Island,1.0
ROOSEVELT AV BR,Queens,1.0
51ST ST S/O 43RD AVE,Queens,1.0
E/B OLMPIA BLVD @ MIDLAND AVE,Staten Island,1.0
SKILLMAN AVE BET 51ST & 52ND STS,Queens,1.0
W/B GCP MAIN RDWY @ CITY LINE,Queens,1.0
HENRY HUDSON PKWY SB RAMP TO W 95TH ST,Manhattan,1.0
HHP NB EN W 79 ST WB,Manhattan,1.0
HHP SB EN W 79 ST,Manhattan,1.0
S/B 2ND AVE (ONLY THROUGH LANE) @E 23 ST,Manhattan,1.0
S/B 2ND AVE (THROUGH) @ E 23 ST,Manhattan,1.0
EAST 116 STREET,Manhattan,1.0
E/B MERRICK BLVD@244 ST-HOOK CREEK BLVD,Queens,1.0
E/B MERRICK BLVD@HOOK CREEK BLVD(C LINE),Queens,1.0
W/B MERRICK BLVD@HOOK CREEK BLVD-244 ST,Queens,1.0
W/B 60 ST @ 7 AVE,Brooklyn,1.0
9TH ST EB APPROACH TO 8TH AVE,Brooklyn,1.0
E/B 60 ST @  8 AVE,Brooklyn,1.0
BAY RIDGE PKWY EB APPR FT HAMILTON PKWY,Brooklyn,1.0
EB BAY RIDGE PKWY APPROAC HING FT HAMILTON PKWY,Brooklyn,1.0
WB BAY RIDGE PKWY APPROACHING 7TH AVE,Brooklyn,1.0
BQE OFF RAMP APPROACH TO 78TH ST,Brooklyn,1.0
CORPORAL KENNEDY ST,Queens,1.0
W/B E 135 ST (MAIN RD) @ MADISON AVE,Manhattan,1.0
S/B EASTCHESTER BRIDGE @ NOELL AVE -,Bronx,1.0
S/B MIDLAND AVE OLMPIA BLVD,Staten Island,1.0
N/B MIDLAND AV @ OLMPIA BLVD,Staten Island,1.0
ROOSEVELT IS BRIDGE,Manhattan,1.0
W/B RICHMOND RD @ MIDLAND AVE,Staten Island,1.0
HYLAN BLVD SB BET BEDFORD AVE & MIDLAND AVE,Staten Island,1.0
93 AVENUE,Queens,1.0
AVE V-EB APPROACHING BEDFORD AVE,Brooklyn,1.0
N/B MADISON AVE @ E 24TH ST,Manhattan,1.0
ASTORIA BLVD S,Queens,1.0
E/B JEFFERSON AVE @  N RAILROAD AVE,Staten Island,1.0
W/B RICHMOND RD (W LEG) @ MIDLAND AVE,Staten Island,1.0
Woodhull Avenue,Queens,1.0
BEACH 105 STREET,Queens,1.0
98 Street,Queens,1.0
98 ST,Queens,1.0
Washington Bridge,Manhattan,1.0
VAN CORTLANDT AV E/W MOSHOLU PKWY S,Bronx,1.0
Arthur Avenue,Bronx,1.0
101 ST,Queens,1.0
Stratford Road,Brooklyn,1.0
70 AV,Queens,1.0
W 252 ST,Bronx,1.0
Pulaski Bridge,Queens,1.0
Pelham Parkway Greenway,Bronx,1.0
105 ST,Queens,1.0
Buckingham Road,Brooklyn,1.0
77 Road,Queens,1.0
LINCOLN RD/E LAKE DR,Brooklyn,1.0
Maple Street,Brooklyn,1.0
Whipple Street,Brooklyn,1.0
GRAND ST/METROPOLITAN AV,Brooklyn,1.0
93 Avenue,Queens,1.0
SHORE FRONT PKWY,Queens,1.0
Brighton 7 Street,Brooklyn,1.0
Caton Avenue,Brooklyn,1.0
ST PAULS PL,Brooklyn,1.0
OCEAN AV/S LAKE DR,Brooklyn,1.0
Beach 90 Street,Queens,1.0
LEIF ERICSON DR,Brooklyn,1.0
60 RD,Queens,1.0
CARYL AV,Bronx,1.0
B 76 ST,Queens,1.0
Beach 74 Street,Queens,1.0
HUGHES AVE,Staten Island,1.0
66 Road,Queens,1.0
120 ST,Queens,1.0
PILLING ST,Brooklyn,1.0
Metro North Harlem Line,Bronx,1.0
PARKSIDE CT,Brooklyn,1.0
Winthrop Street,Brooklyn,1.0
Ebony Street,Staten Island,1.0
BEEKMAN PLACE,Brooklyn,1.0
123 Street,Queens,1.0
CHESTER CT,Brooklyn,1.0
CORBIN PL,Brooklyn,1.0
Ridge Boulevard,Brooklyn,1.0
Grand Army Plaza,Manhattan,1.0
Between Rogers and Nostrand Aves,Brooklyn,1.0
Ft Greene Place,Brooklyn,1.0
102 ST/FREEDOM DR,Queens,1.0
135 ST,Queens,1.0
Between Rogers and Nostrand Avea,Brooklyn,1.0
Ed Koch Queensboro Bridge Exit,Manhattan,1.0
31 Street,Queens,1.0
Clifton Place,Brooklyn,1.0
Desmond Court,Brooklyn,1.0
Glenwood Road,Brooklyn,1.0
New Lots Line,Brooklyn,1.0
Walworth Street,Brooklyn,1.0
Bay 41 Street,Brooklyn,1.0
Foster Avenue,Brooklyn,1.0
PEDESTRIAN OPAS,Queens,1.0
EMMONS AV,Brooklyn,1.0
St Peters Cemetery Boundary,Staten Island,1.0
E 37 St,Brooklyn,1.0
WINTHROP ST,Brooklyn,1.0
Riverdale Avenue,Brooklyn,1.0
Dumont Avenue,Brooklyn,1.0
Graham Avenue,Staten Island,1.0
Lisa Place,Staten Island,1.0
LIE EB EN COLLEGE PT BLVD,Queens,1.0
FOREST AV,Staten Island,1.0
Forest Avenue,Staten Island,1.0
Marine Terminal Road,Queens,1.0
Ulmer Street,Queens,1.0
PROSPECT PARK W/3 ST,Brooklyn,1.0
MONTGOMERY PL,Brooklyn,1.0
St. Marks Str and Prospect Pl,Brooklyn,1.0
Bolton Avenue,Bronx,1.0
CARLTON AV,Brooklyn,1.0
EAST 15 STREET,Brooklyn,1.0
Hinsdale Street,Brooklyn,1.0
Java St and India St,Brooklyn,1.0
Cozine Avenue,Brooklyn,1.0
Cadman Plaza East,Brooklyn,1.0
Nichols Court,Staten Island,1.0
Marble Hill Avenue,Manhattan,1.0
122 AV,Queens,1.0
Quentin Road,Brooklyn,1.0
63 RD,Queens,1.0
TYRELLAN AV/VETERANS ROAD GREENWAY,Staten Island,1.0
MC KENNA SQ/ST NICHOLAS AV,Manhattan,1.0
Montgomery Street,Brooklyn,1.0
Aurelia Court,Brooklyn,1.0
East 181 Street,Bronx,1.0
Surf Avenue,Staten Island,1.0
GLEASON AV,Bronx,1.0
17 ST,Brooklyn,1.0
Crown Street,Brooklyn,1.0
43 Avenue,Queens,1.0
BRE WB EXIT 8 B,Bronx,1.0
Fulton Street,Brooklyn,1.0
FRANKLIN AV,Brooklyn,1.0
West 64 Street,Manhattan,1.0
CROTONA PARK N,Bronx,1.0
69 Place,Queens,1.0
E 174 ST/SHERIDAN EXWY,Bronx,1.0
Billop Avenue,Staten Island,1.0
MALLORY AV,Staten Island,1.0
JRP EB EN VERMONT PL,Queens,1.0
88 Street,Queens,1.0
W 262 ST,Bronx,1.0
Court Street,Brooklyn,1.0
EXETER ST,Staten Island,1.0
146 Street,Queens,1.0
West 262 Street,Bronx,1.0
Beach 38 Street,Queens,1.0
55 Avenue,Queens,1.0
Charlton Street,Manhattan,1.0
JANE ST,Manhattan,1.0
Cropsey Avenue,Brooklyn,1.0
BILLINGS STREET,Queens,1.0
62 DRIVE,Queens,1.0
Horatio Street,Manhattan,1.0
SHORE RD,Bronx,1.0
CORTLANDT AL,Manhattan,1.0
