Intersection,Borough,score
BROOKLYN AVE BTWN BERGEN ST & ST MARKS AVE,Brooklyn,11555.0
139 Street,Queens,11552.0
E/B E 169 ST@ REV JAMES A POLITE AVE,Bronx,11550.0
JOE DIMAGGIO HIGHWAY,Manhattan,11550.0
Memorial Drive,Queens,11545.0
E 48 ST,Brooklyn,11524.313125577522
SHORE PKWY (BELT PKWY),Brooklyn,11505.739177489193
35 AVENUE,Queens,11496.32570839025
72 Street,Queens,11483.0
131 ST,Queens,11467.9599140473
BAY PARKWAY,Brooklyn,11466.19939512701
BAY PKWY APPROACH TO 83RD ST,Brooklyn,11456.10405635301
Carroll Street,Brooklyn,11435.815079365077
COLUMBIA STREET,Brooklyn,11403.037119494345
AVENUE OF THE AMERICAS,Manhattan,11402.840263121898
WEST 165 STREET,Manhattan,11399.266230511968
SHORE BOULEVARD,Brooklyn,11387.730275430147
169 STREET,Queens,11373.583333333334
Crosstown Line,Brooklyn,11289.247905525866
9 AV,Manhattan,11282.0
Lirr Bay Ridge Line,Brooklyn,11208.433462255318
S CONDUIT AV,Brooklyn,11204.616314275014
Adam C Powell Boulevard,Manhattan,11153.0
82 Street,Queens,11145.0
85 Street,Brooklyn,11144.052197811137
Victory Boulevard,Staten Island,11050.5420176995
ROCKAWAY BLVD EB AT ENTRA NCE/EXIT TO HOME DEPOT,Queens,11044.380952380954
Broadway Line,Manhattan,11041.817779932457
STRATFORD RD,Brooklyn,11028.0
69 Street,Queens,10962.296135240185
CROPSEY AVENUE,Brooklyn,10929.999999999998
CROPSEY AV,Brooklyn,10928.0
NASSAU AVENUE,Brooklyn,10925.999999999998
MORGAN AVENUE,Brooklyn,10924.999999999998
BEACH CHANNEL DR,Queens,10924.999999999998
LOUIS STREET,Staten Island,10923.5420176995
W/B ALEXANDER HAMILTON BR N/S 2 LANES,Manhattan,10915.0
WEST STREET,Manhattan,10915.0
GRAND CENTRAL PKWY WB EN 94 ST,Queens,10915.0
BQE EASTBOUND ENTRANCE SANDS ST,Brooklyn,10915.0
BX RIVER PKWY NB EXIT 6,Bronx,10914.999999999998
62nd DR WB APPROACH TO JUNCTION BLVD,Queens,10914.999999999998
47 RD,Queens,10904.0
AVENUE O,Brooklyn,10891.338037528214
21 STREET,Queens,10869.97878787879
BAY PARKWAY NB APPROACH TO 65TH ST,Brooklyn,10848.0
64 ST,Brooklyn,10721.0
W/B EAST 14TH ST @ IRVING PL.,Manhattan,10666.826885084996
CENTRAL PARK WEST,Manhattan,10561.4847661373
37 Avenue,Queens,10551.477233765107
E 162 ST,Bronx,10549.739236173544
DELANCEY STREET,Manhattan,10546.646665589315
COLUMBUS AVENUE,Manhattan,10400.519383807221
PARSONS BLVD,Queens,10396.650000000001
F D R Drive,Manhattan,10336.436807065955
MT EDEN AVE APPROACH TO GRAND CONCOURSE,Bronx,10327.309893018532
PELHAM PARKWAY,Bronx,10323.502571290795
MELROSE AV,Bronx,10295.739236173538
100 Street,Queens,10254.778922526153
EAST 25 STREET,Manhattan,10202.213565775563
EAST 96 STREET,Manhattan,10175.691873665957
BAY STREET,Staten Island,10148.346812194317
UNION STREET,Brooklyn,10048.244155844155
W/B 60 ST @ 7 AVE,Brooklyn,9970.596300846302
9TH ST EB APPROACH TO 8TH AVE,Brooklyn,9970.596300846302
E/B 60 ST @  8 AVE,Brooklyn,9970.596300846302
183 Street,Queens,9928.63551098024
PITT STREET,Manhattan,9926.098005844458
LORIMER STREET,Brooklyn,9841.5
East 29 Street,Brooklyn,9774.495608632658
W 61 ST,Manhattan,9666.365975801866
84 Street,Brooklyn,9642.618212253667
BAINBRIDGE STREET,Brooklyn,9524.39811832587
59TH ST APPROACH TO 3RD AVE,Manhattan,9487.937988098076
Amtrak-connecting Rail Line,Queens,9443.247008696879
Queens Boulevard Line,Queens,9398.996351537055
E/B FARRAGUT RD @ E 38 ST,Brooklyn,9396.617063492075
E 17 ST BET AVE Z & JEROME AVE,Brooklyn,9350.0
S/B 69 DR @ COOPER AVE,Queens,9330.249210593327
S/B 90 ST @ 56 AVE,Queens,9324.0
ALBANY AV,Brooklyn,9287.0
BORDEN AVENUE,Queens,9271.333333333332
111 AV,Queens,9268.0
131 Street,Queens,9263.0
JACKIE ROBINSON PKWY,Queens,9256.0
LITTLE NECK PKWY,Queens,9252.0
BERGEN ST,Brooklyn,9248.0
CROSS BRONX EXWY,Bronx,9247.0
REV JAMES POLITE AV/LYMAN PL,Bronx,9244.0
THOMSON AVENUE,Queens,9244.0
CATON AVENUE,Brooklyn,9244.0
SENECA AV,Queens,9244.0
PARK LANE SOUTH,Queens,9244.0
75TH ST EB APPROACH TO BAY PARKWAY,Brooklyn,9240.0
PRINCE ST,Manhattan,9240.0
MADISON ST,Brooklyn,9239.0
E 79 ST,Manhattan,9233.0
LONGFELLOW AVE&JENNINGS S NB AP BT FREEMAN&JENNINGS,Bronx,9231.0
W 44 ST,Manhattan,9226.0
AVENUE D,Brooklyn,9203.244217687074
ED KOCH QUEENSBORO BRG,Queens,9172.0
SEAGIRT BOULEVARD,Queens,9114.916881399104
FREEMAN ST,Bronx,9104.0
E/B UNIPORT BRIDGE @ BRUSH AVE,Bronx,9092.700695359033
UNION PORT BR,Bronx,9092.700695359033
Metro North Hudson Line,Bronx,8992.967277167276
YORK AV,Manhattan,8975.0
Ocean Parkway,Brooklyn,8930.818001877587
HOLLY AV,Queens,8907.000000000002
AVENUE T,Brooklyn,8901.075328485224
Church Avenue,Brooklyn,8852.499999999998
ASTORIA BOULEVARD NORTH,Queens,8803.381777212498
Greene Avenue,Brooklyn,8760.0
JACKSON AV,Queens,8749.0
11 AVENUE,Manhattan,8748.0
HARLEM RIVER DRIVE,Manhattan,8744.0
COLUMBIA ST,Brooklyn,8742.5
HORATIO ST,Manhattan,8740.0
Grand Central Parkway,Queens,8736.0
BRONX RIVER PKWY,Bronx,8735.999999999998
BAY RIDGE AV,Brooklyn,8735.999999999998
WANAMAKER PLACE,Manhattan,8732.000000000002
BEACH 41 STREET,Queens,8732.0
S/B EASTCHESTER BRIDGE @ NOELL AVE -,Bronx,8731.999999999998
Ryder Street,Brooklyn,8728.329285067854
Farragut Road,Brooklyn,8728.0
112 ST,Queens,8721.000000000002
YELLOWSTONE BLVD,Queens,8685.918980473427
78 STREET,Queens,8660.170683603343
East 7 Street,Brooklyn,8626.76154006266
6 AV,Manhattan,8624.033333333333
BROADWAY BRIDGE,Manhattan,8599.958266741301
METROPOLITAN AV,Queens,8525.196771469335
Forsyth Street,Manhattan,8490.646665589315
GREENE AV,Brooklyn,8458.665288101953
WB BAY RIDGE PKWY APPROAC HING FT HAMILTON PKWY,Brooklyn,8379.154901960783
BAY RIDGE PKWY WB APPR FT HAMILTON PKWY,Brooklyn,8379.154901960783
31 AVENUE,Queens,8350.999999999998
PROSPECT AVENUE,Bronx,8350.401507751505
Fulton Street Line,Queens,8286.442889128934
ADAM C POWELL BLVD,Manhattan,8231.499999999996
S/B 4 AVE @ 5 ST (S LEG),Brooklyn,8202.021428571421
S/B 4 AVE @ 5 ST,Brooklyn,8202.021428571421
W/B EMMONS AVE @ E 15 ST,Brooklyn,8125.637695637697
NB FT HAMILTON PKWY APPRO ACHING BAY RIDGE PKWY,Brooklyn,8085.0
FT HAMILTON PKWY NB APPR BAY RIDGE PKWY,Brooklyn,8085.0
AVENUE M,Brooklyn,7989.85735930736
AVENUE R,Brooklyn,7890.709129106188
CENTRAL PARK SOUTH,Manhattan,7888.5033111397115
MACON ST,Brooklyn,7875.750000000002
RIDGE BLVD,Brooklyn,7811.74999733089
Cauldwell Avenue,Bronx,7806.786343385124
MDE SB ENTRANCE GRAND CNCRSE,Bronx,7799.7788203068885
East 24 Street,Brooklyn,7763.709129106188
EAST 24 STREET,Brooklyn,7719.851284291224
NORTH 8 STREET,Brooklyn,7654.5
DECATUR ST,Brooklyn,7483.024175824177
East 51 Street,Manhattan,7423.549390400991
WEST 12 STREET,Brooklyn,7335.1974927714855
BOONE AV,Bronx,7328.5
REVIEW AVENUE,Queens,7312.685975603667
WEST 53 STREET,Manhattan,7300.873137251341
W/B BROOKLYN BRIDGE,Manhattan,7252.539792181814
WATERS PLACE,Bronx,7198.666666666675
PROSPECT PARK WEST APPROACH TO CARROLL ST,Brooklyn,7197.525935025934
7TH AVE APPROACH TO CARROLL ST,Brooklyn,7197.525935025934
MACOMBS DAM BRG,Manhattan,7110.7622353723555
FRANKLIN AV,Brooklyn,7083.0
E 16 ST,Brooklyn,7074.998917748919
W 13 ST,Brooklyn,7063.933333333335
JEROME AV,Brooklyn,7056.0
NOSTRAND AV,Brooklyn,7019.2
JUSTICE AV,Queens,6998.0
MADISON AVENUE,Manhattan,6997.821174196178
43 STREET,Brooklyn,6986.473740704955
MACOMBS DAM BR,Manhattan,6983.762235372361
East 12 Street,Manhattan,6981.7619047619055
CROSS BAY BLVD,Queens,6969.0
West 180 Street,Manhattan,6969.0
QUEENSBORO BR,Manhattan,6953.499999999999
LEVERETT AV,Staten Island,6951.5
112 Street,Queens,6945.0
JAMAICA AV,Queens,6944.0
AV J,Brooklyn,6942.0
E/B 75 AVE @ GCP SERVICE RD,Queens,6938.0
W/B E 169 ST@ REV JAMES A POLITE AVE,Bronx,6936.0
ROCKLAND AVENUE,Staten Island,6936.0
Pelham Parkway North,Bronx,6936.0
KENT AV,Brooklyn,6934.0
21 AV,Brooklyn,6934.0
E/B BATTERY PLACE @ WASHINGTON ST,Manhattan,6933.0
MARCY AVENUE,Brooklyn,6933.0
9 Street,Brooklyn,6932.0
E 19 ST,Manhattan,6931.0
PITKIN AV,Queens,6930.0
EAST 135 STREET,Bronx,6930.0
FT WASHINGTON AV,Manhattan,6923.0
83 ST,Brooklyn,6921.0
WEST 125 STREET,Manhattan,6914.0
AVENUE X,Brooklyn,6874.2380952380945
WEST 220 STREET,Manhattan,6867.5
N/B JEROME AVE @MACOMBS DAM BR. APPROACH,Bronx,6856.762235372352
235 ST,Queens,6825.999999999998
12 Avenue,Brooklyn,6810.0
ARTHUR KILL ROAD,Staten Island,6807.9168813991
CPW 72 APPROACH,Manhattan,6799.727874153107
N/B 7 AVENUE @ 82 STREET,Brooklyn,6794.0
Wadsworth Avenue,Manhattan,6791.651048951049
ELIZABETH ST,Staten Island,6768.5
87 Street,Queens,6766.780869515328
East 52 Street,Brooklyn,6729.744217687075
BOWNE ST,Queens,6705.000000000002
EAST 102 STREET,Brooklyn,6682.916881399104
STANLEY AVENUE,Brooklyn,6669.0
DE KALB AVENUE,Brooklyn,6668.999999999999
82 ST,Brooklyn,6667.0
WEST 59 STREET,Manhattan,6664.999999999999
WEST 179 STREET,Manhattan,6664.65104895105
Hillside Avenue,Queens,6627.583333333332
BRONX RIVER AVENUE,Bronx,6627.552277199999
70 Street,Queens,6598.2961352401835
DIAMOND STREET,Brooklyn,6579.0
NOSTRAND AVENUE,Brooklyn,6579.0
East 32 Street,Brooklyn,6565.209717884538
FOREST AVENUE,Queens,6562.0
N/B 5 AVE (N LEG) @ W 141 ST,Manhattan,6561.0
PARSONS BOULEVARD,Queens,6560.999999999998
E 233 ST,Bronx,6560.999999999998
94 STREET,Queens,6560.0
GREENWICH ST,Manhattan,6558.0
Rockaway Beach Boulevard,Queens,6555.0
S/B 12 AVE @ 70 ST,Brooklyn,6554.999999999998
Ocean Pkwy NB Service Rd Between,Brooklyn,6554.999999999998
UTICA AVE NB APPROACH TO FLATLANDS AVE,Brooklyn,6554.999999999998
Lafayette Street,Manhattan,6552.000000000002
F D R DR,Manhattan,6552.0
Gansevoort Street,Manhattan,6552.0
BQE EB EXIT 29 A,Brooklyn,6552.0
E 3 ST,Brooklyn,6551.999999999998
Flatbush Ave SB Between,Brooklyn,6551.5
PARKSIDE AVE DEPARTURE FROM OCEAN AVE,Brooklyn,6549.000000000003
94TH ST APPROACH TO ROCKAWAY BLVD,Queens,6549.000000000002
N/B 79 PL @ COOPER AVE,Queens,6549.0
Little Neck Parkway,Queens,6549.0
29 STREET,Queens,6549.0
23RD ST APPROACH TO 7TH AVE,Manhattan,6549.0
N/B ROCKAWAY BLVD @ 97 AVE,Queens,6549.0
VYSE AVENUE,Bronx,6549.0
ROCKAWAY BLVD NB APPROACH TO INWOOD STREET,Queens,6549.0
EAST 28 STREET,Brooklyn,6549.0
WALTON AVENUE,Bronx,6548.999999999998
E/B 9 STREET BRIDGE @ SMITH ST - 2 AVE,Brooklyn,6548.999999999998
MAJOR DEEGAN EXPWY ET 3 SB,Bronx,6548.999999999998
S/B 5TH AVE @ E 23RD ST,Manhattan,6548.999999999997
E 22 ST,Manhattan,6546.999999999998
Gardner Avenue,Brooklyn,6546.0
BAY PARKWAY NB APPROACH TO BATH AVE,Brooklyn,6543.0
Bay Parkway,Brooklyn,6542.999999999998
Georgia Avenue,Brooklyn,6541.999999999998
72 AV,Queens,6540.000000000002
E 86TH ST BET 1ST AVE & YORK AVE,Manhattan,6538.0
50 Avenue,Queens,6484.688820536188
HOR HARDING EXWY SR S,Queens,6441.693187866639
Avenue O,Brooklyn,6396.043049270866
EASTERN BLVD BR,Bronx,6354.79028340081
E 68TH ST BET MADISON AVE & PARK AVE,Manhattan,6302.599494168884
E 96 ST,Manhattan,6302.599494168884
EAST 34 STREET,Manhattan,6293.561512688431
121 AV,Queens,6258.999999999998
120 ST,Queens,6228.344107818563
E/B E 23 ST @ 2ND AVE,Manhattan,6166.536052732425
East 31 Street,Brooklyn,6166.168339015764
Lexington Avenue,Manhattan,6114.990827496142
4TH AVE APPROACHING 65TH ST,Brooklyn,5974.0
VAN CORTLANDT PARK EAST,Bronx,5882.156247601164
E/B E 14 ST @ 2ND AVE,Manhattan,5872.317670034249
W/B EAST 14TH ST @ 3RD AVE,Manhattan,5872.317670034249
E/B EAST 14TH ST @ 2ND AVE,Manhattan,5872.317670034249
53RD ST APPROACH TO 3RD AVE,Manhattan,5872.317670034249
54TH ST APPROACH TO 3RD AVE,Manhattan,5872.317670034249
E 72 ST,Manhattan,5843.024175824177
East 116 Street,Manhattan,5819.060357890322
Avenue L,Brooklyn,5788.092157842158
N/B 130 ST @ 111 AVE,Queens,5772.5
CENTRAL PK W,Manhattan,5707.571094402672
WEST 62 STREET,Manhattan,5697.517308834958
WEST 96 STREET,Manhattan,5697.517308834958
4TH AVE APPROACHING UNION ST,Brooklyn,5658.344676494677
DITMARS BOULEVARD,Queens,5636.0
MAJOR DEEGAN EXPRESSWAY,Bronx,5570.74523555973
SANFORD AV,Queens,5546.557990435429
193 Street,Queens,5538.321225265965
St Nicholas Avenue,Brooklyn,5532.562769834599
37 Street,Brooklyn,5519.6541082444965
185 ST,Queens,5487.999999999999
183 ST,Queens,5487.999999999999
Amtrak-northeast Line,Manhattan,5452.5
Meeker Avenue,Brooklyn,5421.775614387952
QUEENS MIDTOWN EXPRESSWAY BRIDGE,Queens,5418.597316821465
63 Street Line,Manhattan,5354.428089855815
FLUSHING AVE @ HALL ST,Brooklyn,5351.0
ED KOCH QUEENSBORO BRIDGE APPR,Manhattan,5344.813289561316
CASTLETON AVENUE,Staten Island,5246.681181340228
WEST 207 STREET,Manhattan,5222.089621610274
46 STREET,Queens,5207.207965782006
East 117 Street,Manhattan,5111.616393909655
ANDREWS AV,Queens,5098.000000000002
4TH AVE RIGHT LANE BET 55TH & 56TH STS,Brooklyn,5098.000000000002
S/B 18 AVE @ 56 ST,Brooklyn,5098.000000000002
East 46 Street,Manhattan,5032.214044315392
UNDERHILL AVENUE,Brooklyn,5026.969098278739
Avenue U,Brooklyn,4996.25897547889
LONG ISLAND EXPRESSWAY,Queens,4983.8263582829
KINGS HWY SR SB APPROACH TO UTICA AVE,Brooklyn,4979.8
ROCKAWAY BLVD EB APPROACH TO LINDEN BLVD,Queens,4978.416666666668
BERGEN STREET,Brooklyn,4964.375863393676
Johnson Street,Brooklyn,4896.617140702438
GLENWOOD RD,Brooklyn,4852.799999999999
VAN SICLEN AVENUE,Brooklyn,4806.945863020717
LORIMER ST BET BOERUM ST & BROADWAY,Brooklyn,4806.133333333332
W/B EASTERN BLVD BRIDGE@BRONX RIVER AVE,Bronx,4802.484785338734
EMPIRE BLVD WB APPROACH TO FRANKLIN AVE,Brooklyn,4784.0
W/B HIGHLAWN AVE @ W 13 ST,Brooklyn,4755.9333333333325
AVENUE U,Brooklyn,4752.403466883822
UNION AV,Brooklyn,4742.0
19 AVENUE,Brooklyn,4741.0536539151335
MACOMBS DAM BRIDGE,Bronx,4726.792673992675
BAY PLZ DRIVEWAY,Bronx,4723.1671994672
BAYCHESTER AVE SOUTH OF BARTOW AVE,Bronx,4722.254212454212
39 Avenue,Queens,4712.138600288592
PITKIN AVENUE,Brooklyn,4705.791666666667
SARATOGA AVENUE,Brooklyn,4685.791666666667
AVENUE J,Brooklyn,4681.761904761905
East 38 Street,Manhattan,4662.075328485222
CHURCH AVENUE,Brooklyn,4660.222222222222
Holland Avenue,Bronx,4652.0
GLENWOOD ROAD,Brooklyn,4650.632681342266
WADSWORTH AVENUE,Manhattan,4650.0
93 ST,Queens,4644.0
LENOX RD,Brooklyn,4644.0
W/B GATES AVE @ CLASSON AVE,Brooklyn,4642.5
W/B CLIFTON PLACE @ CLASSON AVE,Brooklyn,4642.5
MERRICK BLVD,Queens,4641.333333333334
Amsterdam Avenue,Manhattan,4638.0
S/B UNION SQUARE EAST @ E 16 ST,Manhattan,4637.0
W/B E 23 ST @ 2ND AVE,Manhattan,4635.696458910854
W/B E 14 ST @ 2 AVE,Manhattan,4635.696458910854
White Plains Road,Bronx,4634.0
54 Avenue,Queens,4634.0
VERMONT PL,Queens,4634.0
GRND CNTRL PKWY SR W,Queens,4633.0
EAST 57 STREET,Manhattan,4632.186674145495
Wallace Avenue,Bronx,4632.0
69 ROAD,Queens,4630.0
HOME ST,Bronx,4630.0
GRAND AVENUE,Brooklyn,4628.0
W/B 57 AVE @ 92 ST,Queens,4628.0
MARATHON PKWY,Queens,4628.0
MC GUINNESS BLVD SOUTH,Brooklyn,4627.0
CITY IS BRIDGE,Bronx,4626.916881399104
BRONX RIVER PARKWAY,Bronx,4626.916881399103
HORACE HARDING EXPRESSWAY SR S,Queens,4626.9168813991
S/B 33 ST @ 21 AVE,Queens,4626.0
30 AV,Queens,4626.0
221 Street,Queens,4626.0
ROCKAWAY BEACH BOULEVARD,Queens,4626.0
FLUSHING BRIDGE,Queens,4625.916881399104
SEELEY STREET,Brooklyn,4624.0
Stratford Road,Brooklyn,4624.0
31 Street,Queens,4624.0
WASHINGTON STREET,Manhattan,4624.0
111 AVENUE,Queens,4624.0
RODNEY STREET,Brooklyn,4624.0
DRUMGOOLE ROAD WEST,Staten Island,4622.0
PEDESTRIAN OPAS,Queens,4622.0
43 Avenue,Queens,4622.0
CLINTON STREET,Brooklyn,4622.0
Lincoln Avenue,Bronx,4622.0
W/B AVE W @ E 19 ST,Brooklyn,4622.0
S/B TOMPKINS AVE @ MACDONOUGH ST,Brooklyn,4622.0
HUMBOLDT STREET,Brooklyn,4622.0
GREENPOINT AVENUE,Brooklyn,4621.0
STANHOPE STREET,Brooklyn,4621.0
LIVINGSTON STREET,Brooklyn,4621.0
FURMAN STREET,Brooklyn,4620.0
HYATT ST,Staten Island,4620.0
Williamsbridge Road,Bronx,4620.0
Albany Avenue,Brooklyn,4620.0
190 Street,Queens,4620.0
NORTH CHANNEL BRIDGE,Queens,4620.0
52 Avenue,Queens,4620.0
Asch Loop,Bronx,4620.0
46 Avenue,Queens,4620.0
188th ST FR 89th AVE TO HILLSIDE AVE,Queens,4620.0
East 139 Street,Bronx,4620.0
Sedgwick Avenue,Bronx,4620.0
Eldert Lane,Brooklyn,4618.0
Centre Street,Brooklyn,4618.0
Nichols Court,Staten Island,4615.0
Aurelia Court,Brooklyn,4615.0
S/B LENOX AVE @ W 135 ST,Manhattan,4615.0
HARMAN STREET,Brooklyn,4615.0
CROSS BRONX EXPWY NB ET 1 B,Manhattan,4615.0
HUNTERS POINT BRIDGE,Queens,4614.0
Sheffield Avenue,Brooklyn,4613.0
105 Avenue,Queens,4608.0
HOWARD AVENUE,Brooklyn,4604.333333333333
BAYCHESTER AV NB SOUTH OF BAY PLAZA ROAD-RIGHT ONLY,Bronx,4596.1671994672
BELT PKWY EB EN CROPSEY AVE SB,Brooklyn,4595.0
ELTON AVENUE,Bronx,4589.2826264790165
UTICA AVE SB APPROACH TO KINGS HIGHWAY,Brooklyn,4580.999999999999
East 23 Street,Brooklyn,4577.0
BQE WB ENTRANCE METROPOLITAN AVE,Brooklyn,4575.711935270232
Hunts Point Avenue,Bronx,4532.9509803921555
MAJOR DEEGAN EXPWY ET 3 NB,Bronx,4522.894505494505
Ed Koch Queensboro Bridge Appr,Manhattan,4505.186674145495
NEW ENGLAND THRUWAY,Bronx,4500.9168813991055
CROSS BRONX EXPRESSWAY,Bronx,4500.916881399101
MAC DONOUGH ST,Brooklyn,4495.0
LINDEN STREET,Brooklyn,4493.683333333334
WEST 225 STREET,Manhattan,4490.0
10 AVENUE,Manhattan,4490.0
HEMPSTEAD AV,Queens,4490.0
SHORE BLVD,Brooklyn,4490.0
Manhattan Bridge Line,Manhattan,4489.0
Gowanus Canal Shoreline,Brooklyn,4489.0
30 AVENUE,Queens,4489.0
EAST 187 STREET,Bronx,4489.0
W 96 ST/HHP NB EXIT 11/HHP NB EN W 96 ST,Manhattan,4488.999999999999
SHORE FRONT PARKWAY,Queens,4488.999999999998
MOON AVENUE,Staten Island,4488.0
Hook Creek Boulevard,Queens,4488.0
EAST 32 STREET,Brooklyn,4488.0
Central Avenue,Brooklyn,4488.0
W 134 ST,Manhattan,4487.999999999999
Washington Bridge,Manhattan,4487.999999999998
Dutch Kills Shoreline,Queens,4487.0
E/B FARRAGUT RD @ EAST 79 ST,Brooklyn,4486.0
184 ST,Queens,4481.999999999999
BUCKINGHAM ROAD,Brooklyn,4467.99330486225
W 145 ST,Manhattan,4453.099999999999
PEARL ST,Manhattan,4448.677512794534
LINCOLN ROAD,Brooklyn,4444.021428571428
77 RD,Queens,4428.5
Nassau Avenue,Brooklyn,4387.0
RAMP,Brooklyn,4384.0
97 ST,Queens,4378.0
64 STREET,Brooklyn,4377.999999999999
71 AV,Queens,4376.0
AVE OF THE AMERICAS,Manhattan,4376.0
W 141 ST,Manhattan,4376.0
Lafayette Avenue,Bronx,4375.999999999999
DITMAS AV,Brooklyn,4375.999999999999
Myrtle Ave WB Between,Brooklyn,4375.0
HHP SB EXIT 11,Manhattan,4374.999999999999
110 ST,Queens,4374.000000000001
BRUCKNER EXWY,Bronx,4374.0
CENTRE STREET,Manhattan,4372.000000000001
ROCKAWAY FREEWAY,Queens,4372.0
HUDSON STREET,Manhattan,4372.0
70 ST,Brooklyn,4371.999999999999
EASTCHESTER ROAD,Bronx,4371.999999999999
HASSOCK ST/HORTON AV,Queens,4371.999999999999
BEACH 38 STREET,Queens,4371.0
AMTRAK RR,Manhattan,4370.0
JERICHO TURNPIKE,Queens,4370.0
OCEAN AV/S LAKE DR,Brooklyn,4368.000000000002
BRIGHTON BEACH AVENUE,Brooklyn,4368.000000000001
89 ST,Queens,4368.000000000001
103 AV,Queens,4368.000000000001
WEST DR ENTRANCE FROM W 72 ST,Manhattan,4368.0
4TH AVE APPROACHING PROSPECT AVE,Brooklyn,4368.0
97 AV,Queens,4368.0
30 ST,Queens,4368.0
INWOOD ST,Queens,4368.0
BOSCOMBE AVENUE,Staten Island,4368.0
Foster Avenue,Brooklyn,4368.0
Skillman Avenue,Queens,4368.0
Jefferson Avenue,Brooklyn,4368.0
FRESH MEADOW LANE,Queens,4368.0
New York Avenue,Brooklyn,4368.0
Exterior Street,Bronx,4367.999999999999
9 ST BR,Brooklyn,4367.999999999999
AV K,Brooklyn,4367.999999999999
SEAVIEW AVENUE,Brooklyn,4367.999999999999
East 151 Street,Bronx,4367.999999999999
W 23 ST/E 23 ST,Manhattan,4367.999999999998
BEACH 92 ST,Queens,4367.000000000001
TRANS MANHATTAN EP NB ET 1 B,Manhattan,4367.0
WEST TREMONT AVENUE,Bronx,4367.0
HUTCHINSON RIVER PARKWAY EAST,Bronx,4367.0
BEACH CHANNEL DR APPROACH TO BEACH 116TH ST,Queens,4366.999999999999
32 AV,Queens,4366.000000000001
DISTRICT BOUNDARY,Queens,4366.000000000001
E/B MILL BASIN BRIDGE @ BELT PKWY,Brooklyn,4366.0
Bryant Avenue,Bronx,4366.0
BATTERY PARK VIADUCT,Manhattan,4366.0
41 Avenue,Queens,4366.0
Murray Street,Queens,4366.0
ED KOCH QUEENSBORO BRIDGE,Manhattan,4366.0
HORACE HARDING EXPRESSWAY SR N,Queens,4366.0
AVENUE V,Brooklyn,4366.0
E 165TH ST APPROACH TO GRAND CONCOURSE BLVD,Bronx,4366.0
CLAY AVENUE,Bronx,4366.0
ROMBOUTS AVENUE,Bronx,4365.999999999999
SEAGIRT BLVD,Queens,4365.999999999999
E/B AVE C @ E 7 ST,Brooklyn,4365.999999999999
Grand Concourse NB Mainline,Bronx,4365.999999999999
E 46 ST,Brooklyn,4365.999999999999
Arthur Avenue,Bronx,4365.999999999997
EMMONS AVENUE,Brooklyn,4365.833333333332
Mc Guinness Boulevard,Brooklyn,4365.0
East River Shoreline,Manhattan,4364.000000000001
Concourse Line,Bronx,4364.0
CORPORAL KENNEDY ST,Queens,4363.999999999999
W 262 ST,Bronx,4363.999999999998
RIVERSIDE DR MAIN RD APPROACH TO W 97TH ST,Manhattan,4361.999999999998
Avenue I,Brooklyn,4361.0
Billop Avenue,Staten Island,4361.0
SOUTH CONDUIT AVENUE,Queens,4361.0
FR. DOUGLASS BLVD NB APPROACH TO W 135TH ST,Manhattan,4360.999999999998
CBE SB ENTRANCE WASHINGTON BRDG,Manhattan,4360.999999999997
E 78 ST,Brooklyn,4359.0
VYSE AVE BET FREEMAN & JENNING STS,Bronx,4357.000000000001
FOSTER AV,Brooklyn,4343.999999999999
HICKS STREET,Brooklyn,4340.382859297569
HUGH L CAREY TUNNEL APPROACH,Brooklyn,4333.2555555555555
S/B 7 AVENUE @ 92 STREET,Brooklyn,4331.000000000001
UTOPIA PARKWAY,Queens,4327.936111111111
73 PLACE,Queens,4324.011111111112
55 Avenue,Queens,4307.876190476195
73 AV,Queens,4295.475220797783
GREENE AVENUE,Brooklyn,4282.3586353785795
FDR DRIVE EXIT 7 NORTHBOUND,Manhattan,4233.820668608219
COURT ST,Brooklyn,4227.51328238185
N/B TROTTING CO LANE @ METROPOL.ITAN AVE,Queens,4166.196771469333
LONG IS EXWY,Queens,4125.693187866671
Avenue C,Manhattan,4106.8206686082185
101 Avenue,Queens,4036.1706836035128
BELT PARKWAY EXIT 6 NORTH WB,Brooklyn,3986.5098628827095
BELT PARKWAY EXIT 25 B NB,Queens,3986.5098628827095
EAST 50 STREET,Manhattan,3970.2313036866212
VAN DAM STREET,Queens,3966.447561166912
FR. DOUGLASS BLVD SB APPROACH TO W 135TH ST,Manhattan,3867.499999999999
N/B LENOX AVE @ W 135 ST,Manhattan,3867.499999999999
AMSTERDAM SB APPROACH TO W 135TH ST,Manhattan,3867.499999999999
98 Street,Queens,3845.100362117151
ROOSEVELT IS BR,Manhattan,3818.074561549561
E/B HIGHLAWN AVE @ W 13 ST,Brooklyn,3757.3451612903227
N/B SHORE RD @ RIDGE BLVD,Brooklyn,3740.0833306642207
147 ST,Queens,3732.078449328449
101 Street,Queens,3722.766113032902
EAST 93 STREET,Brooklyn,3605.092157842158
S/B 94 ST @ ROCKAWAY BLVD,Queens,3522.8583333333327
Grant Avenue,Bronx,3509.910378389726
W 97TH ST APPROACH TO RIVERSIDE RD SR,Manhattan,3495.8944041083737
JEROME AVENUE,Bronx,3473.4999999999995
Bowne Street,Queens,3467.5
E 74 ST,Manhattan,3460.0
