Intersection,Borough,score
E 72ND ST BET 1ST AVE & YORK AVE,Manhattan,3460.0
GRAND CENTRAL PARKWAY ET 5 WB,Queens,3454.0
West End Avenue,Manhattan,3398.5173088349593
Columbus Avenue,Manhattan,3398.5173088349593
CONCOURSE LINE,Bronx,3319.195659758254
E/B 64 AVE @ 184 ST,Queens,3314.999999999999
W/B 64 AVE @ 184 ST,Queens,3314.999999999999
N/B 164 ST @ 77 ROAD,Queens,3279.0
E 124TH ST BET 5TH AVE & MADISON AVE,Manhattan,3274.8779270787554
E/B 63 RD @ 97 ST,Queens,3274.5
63rd RD EB APPR TO 97th ST,Queens,3274.5
EAST 174 STREET,Bronx,3274.5
E/B E 174 ST BRIDGE @ BRONX RIVER AVE,Bronx,3274.5
W/B PARK LANE SOUTH @ 89 ST,Queens,3265.500000000001
W 54 ST,Manhattan,3265.0
W 55 ST,Manhattan,3265.0
UTICA AVE NB APPROACH TO AVE N,Brooklyn,3252.18559218559
ALEXANDER HAMILTON BRIDGE,Manhattan,3214.71682651452
145 STREET BRIDGE,Manhattan,3214.71682651452
CO OP CITY APPROACH TO BARTOW AVE,Bronx,3209.872893772893
76 AV,Queens,3128.137283641864
222 Street,Queens,3082.6187638854967
WEST 156 STREET,Manhattan,3075.006501831501
WEST 65 STREET,Manhattan,3075.006501831501
HALL ST,Brooklyn,3046.0
Vermilyea Avenue,Manhattan,3041.0896216102738
HEMPSTEAD AVENUE,Queens,2969.165314176707
BROADWAY APPROACHING W 174TH ST,Manhattan,2949.1666666666906
WADSWORTH AVE N/O W 173rd ST,Manhattan,2944.666666666689
BROADWAY N/O W 173rd ST,Manhattan,2944.666666666689
65TH ST EB APPROACH TO BAY PARKWAY,Brooklyn,2937.874133237459
TERRACE DRIVE,Manhattan,2927.416666666667
N/B 1ST AVE (LEFT TURN BAY) @ E 14 ST,Manhattan,2899.666666666666
N/B 1ST AVE (LEFT) @ E 14 ST,Manhattan,2899.666666666666
N/B 3RD AVE @ EAST 14TH ST,Manhattan,2899.666666666666
9 STREET,Brooklyn,2857.761777544487
Schroeders Avenue,Brooklyn,2852.344186798374
Madison Avenue,Manhattan,2831.359096459096
101 AVENUE,Queens,2806.7715042322525
42 Street,Brooklyn,2771.8192383307187
51 STREET,Queens,2765.4401496655337
BAY RIDGE PKWY APPROACH TO 7th AVE,Brooklyn,2762.806209150326
AVENUE L,Brooklyn,2739.23284743615
PULASKI BRIDGE,Brooklyn,2729.4261183261165
HOE AVE BET E 172nd ST & JENNINGS STs,Bronx,2712.5000000000005
BRYANT AVE&JENNINGS ST SB AP BT E172ND ST&JENNINGS,Bronx,2712.5000000000005
LEFFERTS BOULEVARD,Queens,2679.771504232257
6 Avenue,Brooklyn,2659.483254985104
N/B 16 ST SLP RD@PROSPECT PK S/W(E LEG),Brooklyn,2650.8059095373414
MANOR AVENUE,Bronx,2626.2050216837374
UNIONPORT ROAD,Bronx,2626.2050216837374
145 ST BR,Manhattan,2616.941609371021
CADMAN PLAZA WEST,Brooklyn,2591.617140702429
PRESIDENT STREET,Brooklyn,2583.0144257703105
GULF AVENUE,Staten Island,2532.4832549851035
MC KEEVER PL,Brooklyn,2483.0
East 42 Street,Manhattan,2482.876311651857
EMPIRE BOULEVARD,Brooklyn,2474.520939003145
147 AV,Queens,2471.9999999999995
BLEECKER STREET,Brooklyn,2470.45
80 STREET,Queens,2465.333333333333
Classon Avenue,Brooklyn,2456.0144257703123
W 12 ST,Brooklyn,2445.9333333333334
WEST FARMS ROAD,Bronx,2445.916881399109
HUTCHINSON RIVER PARKWAY,Bronx,2445.916881399109
GRAND STREET BRIDGE,Queens,2427.6954528276833
WHITESTONE EXPRESSWAY ET 14 NB,Queens,2423.0142857142837
108 ST,Queens,2417.75
CRESCENT STREET,Queens,2400.1386002886034
Pinegrove Street,Queens,2383.581891227256
E/B AVE W @ WEST 6 ST,Brooklyn,2376.867498514557
JUNCTION BOULEVARD,Queens,2376.5
STAGG ST,Brooklyn,2372.0
BROADWAY BET LORIMER & WALTON STS,Brooklyn,2371.0
WEST 182 STREET,Manhattan,2368.3255244755246
WEST 181 STREET,Manhattan,2368.3255244755246
W/B HOOPER ST @ LEE AVE,Brooklyn,2368.0
MORRIS PARK AVENUE,Bronx,2367.5
56 Street,Queens,2366.6548691778403
94 ST,Queens,2353.0
MC DONALD AVENUE,Brooklyn,2350.935266566318
HOLLIS CT BLVD,Queens,2350.0
PACIFIC STREET,Brooklyn,2345.666666666667
AVE V-EB APPROACHING BATCHELDER ST,Brooklyn,2338.0
S/B BROADWAY @ JUSTICE AVE,Queens,2334.0
107 AVENUE,Queens,2329.0
UNION AVENUE,Brooklyn,2325.0
EASTERN BLVD BRIDGE,Bronx,2324.986904761905
CORTELYOU AV,Staten Island,2324.0
UTICA AVE BET CLARKSON AVE & LENOX RD,Brooklyn,2323.0
NEW UTRECHT AVENUE,Brooklyn,2322.0
SHERIDAN EXWY,Bronx,2322.0
E 17 ST/PARK AV S,Manhattan,2321.0
WEST 143 STREET,Manhattan,2320.0
THORNHILL AVENUE,Queens,2319.0
STORY AVENUE,Bronx,2319.0
S/B 74 ST@ GRAND AVE,Queens,2319.0
W/B MYRTLE AVE @ GRAND AVE,Brooklyn,2319.0
JACKIE ROBINSON PY,Brooklyn,2319.0
W/B 62 DR @  YELLOWSTONE BLVD,Queens,2319.0
SHELL ROAD,Brooklyn,2318.9168813991137
WHITESTONE EXPRESSWAY,Queens,2318.916881399113
HENRY HUDSON PARKWAY,Bronx,2318.916881399113
15 AVENUE,Queens,2318.0
36 AV,Queens,2318.0
89 AV,Queens,2318.0
MAJOR AVENUE,Staten Island,2317.0
STUYVESANT PL,Staten Island,2317.0
BUSHWICK AV,Brooklyn,2317.0
LITTLE NECK PKWY NB & SB NORTH OF JERICHO TPKE,Queens,2317.0
96 STREET,Queens,2317.0
20 RD,Queens,2316.0
N/B REV JAMES A POLITE AVE @ E 169 ST,Bronx,2316.0
72 STREET,Brooklyn,2315.0
OCEAN AV,Brooklyn,2315.0
HUT RIVR PKY OF RMP TO WB PELHM PKY,Bronx,2315.0
N/B E 2 ST @ AVE I,Brooklyn,2315.0
110 Street,Queens,2315.0
131 STREET,Queens,2314.0
CENTER DR,Manhattan,2314.0
HARTLAND AVENUE,Queens,2314.0
4TH AVE APPROACHING 39TH ST,Brooklyn,2314.0
S/B STEINWAY ST @ 30 AVE,Queens,2314.0
HOLLIS AVENUE,Queens,2314.0
CORTELYOU ROAD,Brooklyn,2313.0
W/B SAUNDERS ST @ 63 AVE,Queens,2313.0
W/B BATTERY PLACE @ WASHINGTON ST,Manhattan,2313.0
BEACH AVENUE,Staten Island,2313.0
S/B MOTHER GASTON BLVD @ BERGEN ST,Brooklyn,2313.0
COURT ST APPROACH TO BERGEN ST,Brooklyn,2313.0
HOYT AVENUE NORTH,Queens,2313.0
AVENUE K,Brooklyn,2312.469216310006
68 STREET,Queens,2312.0
E/B GCP S SERVICE RD @ CITY LINE,Queens,2312.0
116 AVENUE,Queens,2312.0
RHINELANDER AVENUE,Bronx,2312.0
N/B MENAHAN ST @ ONDERDONK AVE,Queens,2312.0
LITTLE CLOVE RD BET GAYUGA & SENCECA AVE,Staten Island,2312.0
MARATHON PARKWAY,Queens,2312.0
EASTERN PARKWAY,Brooklyn,2312.0
LAFAYETTE AVE @ WAVERLY AVE,Brooklyn,2312.0
65 PL,Queens,2312.0
EAST 134 STREET,Bronx,2312.0
ROSEDALE AVENUE,Bronx,2312.0
LOCUST AVENUE,Bronx,2311.0
S/B CROSS BAY BLVD @ VAN WICKLEN RD,Queens,2311.0
SAND LANE,Staten Island,2311.0
LORING AVENUE,Brooklyn,2311.0
DEPOT PLACE,Bronx,2311.0
ELIOT AVENUE,Queens,2311.0
RICHARDSON STREET,Brooklyn,2311.0
MULBERRY ST,Manhattan,2311.0
BOWERY,Manhattan,2311.0
N/B ST. JAMES PLACE @ ST. JAMES ST,Manhattan,2311.0
LINCOLN AVENUE,Brooklyn,2311.0
EAST 221 STREET,Bronx,2311.0
189 STREET,Queens,2311.0
HOLLIS COURT BOULEVARD,Queens,2311.0
AV M,Brooklyn,2311.0
CO-OP CITY BOULEVARD,Bronx,2311.0
ROCKAWAY BLVD APPROACH TO WOODHAVEN BLVD,Queens,2310.0
N/B POWELL ST @ LIBERTY AVE,Brooklyn,2310.0
LAFAYETTE STREET,Manhattan,2310.0
NB BRIDGE ENTRANCE ON MCGUINNESS (N/O FREEMAN),Brooklyn,2310.0
W/B FULTON ST @ CLASSON AVE,Brooklyn,2310.0
LIBERTY AVE EB APPROACH TO 93RD ST,Queens,2310.0
ROCKAWAY BLVD APPROACH TO 93RD ST,Queens,2310.0
LIBERTY AVE APPROACH TO 93RD ST,Queens,2310.0
S/B 3 AVE BRIDGE @ 3 STREET - 6 STREET,Brooklyn,2310.0
PROSPECT AVE APPROACHING 4TH AVE,Brooklyn,2310.0
S/B BROADWAY @ E 23RD ST,Manhattan,2310.0
AVE Z BET E 13 ST & SHEEPSHEAD BAY RD,Brooklyn,2310.0
S/B  BROADWAY @ EAST 13TH ST,Manhattan,2310.0
FOOD CENTER DRIVE,Bronx,2310.0
OLD TOWN ROAD,Staten Island,2310.0
FLEET STREET,Queens,2310.0
BEACH 95 STREET,Queens,2310.0
MARCONI STREET,Bronx,2310.0
RIVERSIDE DRIVE WEST,Manhattan,2310.0
MAJOR DEEGAN EXPWY ET 11 NB,Bronx,2310.0
KAPPOCK STREET,Bronx,2310.0
PARKER STREET,Bronx,2310.0
PARK ROW,Manhattan,2310.0
BROOKLYN QUEENS EXPWY ET 41 WB,Queens,2310.0
CROSS BAY PARKWAY,Queens,2310.0
GRAND CENTRAL PARKWAY SR SOUTH,Queens,2310.0
BELT PARKWAY EB EN 4 AVE,Brooklyn,2310.0
BROOKLYN BRIDGE EXIT RAMP,Brooklyn,2310.0
BRUCKNER EXPRESSWAY,Bronx,2310.0
GOWANUS EP WB EN FT HAMILTON PY,Brooklyn,2310.0
BELT PARKWAY EXIT 14 EASTBOUND,Brooklyn,2310.0
WEST 230 STREET,Bronx,2310.0
HOLLAND TUNNEL,Manhattan,2310.0
CAFFREY AVENUE,Queens,2310.0
FARMERS BOULEVARD,Queens,2310.0
OCEAN TERRACE,Staten Island,2310.0
W 72 ST ENT TO PK,Manhattan,2310.0
CENTRAL AVENUE,Queens,2310.0
EAST 16 STREET,Brooklyn,2310.0
N/B CROSSBAY BLVD @ ROCKAWAY BLVD,Queens,2310.0
E/B LIE MAIN RD(2 LAN N SIDE)@CITY LINE,Queens,2310.0
W/B E TREMONT AVE @ ROBERTS AVE,Bronx,2310.0
W/B INTERBOROUGH PKWY @ VERMONT PL,Queens,2310.0
FDR DRIVE @ EAST 63 ST ENTRANCE,Manhattan,2310.0
WALKER STREET,Manhattan,2310.0
66 AVENUE,Queens,2310.0
BEP EB EXIT 25 A,Queens,2310.0
S/B HENRY HUDSON PARKWAY @ CITY LINE,Bronx,2310.0
N/B MAJOR DEEGAN EXPWY @ CITY LINE,Bronx,2310.0
168 STREET,Queens,2310.0
CITY ISLAND BR,Bronx,2310.0
S/B 188 ST @ HILLSIDE AVE,Queens,2310.0
BAY PKWY SB BET 63rd ST & 64th ST,Brooklyn,2310.0
MOUNT EDEN PKWY,Bronx,2310.0
CENTRAL PARK WEST @ W 61 ST,Manhattan,2310.0
BROOKVILLE BLVD,Queens,2310.0
OLINVILLE AVENUE,Bronx,2310.0
7TH AVE APPROACHING 78TH ST,Brooklyn,2310.0
DIVISION AVENUE,Brooklyn,2310.0
UTICA AVE NB APPROACH TO CHURCH AVE,Brooklyn,2310.0
CONDUIT AVE WB APPROACH TO ROCKAWAY BLVD,Queens,2310.0
ROCKAWAY BLVD WB APPROACH TO SUTPHIN BLVD,Queens,2310.0
39 STREET,Brooklyn,2310.0
W/B 61 ST @ 3 AVE,Brooklyn,2310.0
N/B 4TH AVE @ EAST 15TH ST,Manhattan,2310.0
EAST 116 STREET,Manhattan,2310.0
BQE OFF RAMP APPROACH TO 78TH ST,Brooklyn,2310.0
W/B FARRAGUT RD @ EAST 79 ST,Brooklyn,2310.0
W/B AVE W @ WEST 6 ST,Brooklyn,2310.0
9TH ST WB APPROACH TO 8TH AVE,Brooklyn,2310.0
3RD ST APPROACH TO PROSPECT PARK WEST,Brooklyn,2310.0
W 45 ST,Manhattan,2310.0
WYCKOFF AVE BET MADISON & PALMETTO STS,Brooklyn,2310.0
FORBELL ST,Brooklyn,2310.0
S/B BROADWAY @ W 181 ST,Manhattan,2310.0
W/B FARRAGUT RD @ E 38 ST,Brooklyn,2310.0
PELHM PKY W OF SB HUT RIVR PKY OF RP,Bronx,2310.0
E 233RD ST BET BYRON AVE & WHITE PLAINS RD,Bronx,2310.0
COOPER STREET,Brooklyn,2310.0
N/B SMITH ST @ SACKETT ST,Brooklyn,2310.0
EAST 142 STREET,Bronx,2310.0
CORTELYOU AVENUE,Staten Island,2310.0
S/B GRAND CONCOURSE(S/R)@VAN CORTLANDT A,Bronx,2310.0
W/B 69 RD @ MEADOW LAKE RD W,Queens,2310.0
GRAND CONCOURSE MAIN RD APPROACH TO MT EDEN AVE,Bronx,2310.0
NB EXTERIOR ST RIGHT SLIP RAMP TO BROADWAY,Bronx,2310.0
S/B 2ND AVE (3 LANES E SIDE) @ E 60 ST,Manhattan,2310.0
Garrison Avenue,Bronx,2309.0
53 ST,Brooklyn,2309.0
130 STREET,Queens,2309.0
CHRYSTIE STREET,Manhattan,2309.0
CONEY ISL AVE &CHURCH AVE BET E10TH & CONEY ISL AVE,Brooklyn,2309.0
BRYANT AVE BET E 173RD & E 172ND STS,Bronx,2308.0
EAST 9 STREET,Brooklyn,2308.0
VAN DAM ST,Queens,2308.0
E 47 ST,Manhattan,2308.0
S/B BELL BLVD @ 18 AVE,Queens,2308.0
EVERGREEN AVENUE,Brooklyn,2305.0
WEST 42 STREET,Manhattan,2301.0
UTICA AVE BET LINDEN BLVD & LENOX RD,Brooklyn,2284.4
UTICA AVE SB APPROACH TO LINDEN BLVD,Brooklyn,2284.4
E/B W 178TH ST @ WADSWORTH AVE,Manhattan,2268.0
YORK AVENUE,Manhattan,2267.1618205967957
STATE STREET,Manhattan,2263.177512794534
HOOVER AV,Queens,2255.45
38 Avenue,Queens,2251.6947330447347
17 AVENUE,Brooklyn,2239.6548691778394
45 AV,Queens,2239.0000000000005
NEGUNDO AV,Queens,2231.0000000000005
CLOVE LAKE PL,Staten Island,2229.0
N/B GRAHAM AVE @ POWERS ST,Brooklyn,2229.0
HILLSIDE AVENUE,Queens,2212.5
PACIFIC ST,Brooklyn,2210.3221683868605
Myrtle Ave EB Between,Brooklyn,2206.0
WILLIS AV BR,Manhattan,2203.0000000000005
KOSCIUSZKO BRIDGE,Brooklyn,2200.9573566280524
W 71 ST,Manhattan,2200.3002506265666
Adam Clayton Powell Blvd NB,Manhattan,2200.0
S/B GCP SERVICE RD @ 75 AVE,Queens,2198.9999999999995
E/B UNION TURNPIKE @ CHEVY CHASE ST,Queens,2198.9999999999995
FREEMAN STREET,Brooklyn,2196.0
HAMILTON AV,Brooklyn,2195.0
61 ST,Brooklyn,2194.9999999999995
MONITOR STREET,Brooklyn,2194.0
48 AV,Queens,2193.0
W 95 ST/RIVERSIDE DR,Manhattan,2192.9999999999995
WESTCHESTER AV,Bronx,2192.0
E 29 ST,Brooklyn,2191.9999999999995
Avenue K,Brooklyn,2191.833333333333
S/B 164 ST @ 77 ROAD,Queens,2191.0
36 Avenue,Queens,2190.333333333334
BROADWAY EB APPROACH TO 55TH ST,Queens,2190.0000000000005
Fort Hamilton Pkwy NB,Brooklyn,2190.0
HHP SB EXIT 17,Manhattan,2189.9999999999995
HHP NB EN W 79 ST EB,Manhattan,2189.9999999999995
N/B 5 AVE @ E 139 ST,Manhattan,2189.0
KESSEL ST,Queens,2189.0
E 83RD ST APPROACH TO CANARSIE LN,Brooklyn,2188.9999999999995
REVERE AVENUE,Bronx,2188.9999999999995
ROCKAWAY BLVD SB APPROACH TO 110TH STREET,Queens,2188.0000000000005
N/B PELHAM BRIDGE @  BRUCKNER EXPWY,Bronx,2188.0
THROOP AVENUE,Brooklyn,2187.0
E/B CHAMBERS ST @ W BROADWAY - CHURCH ST,Manhattan,2187.0
Beach Channel Drive,Queens,2187.0
S/B 7 AVENUE @ POLY PLACE,Brooklyn,2187.0
BQE EB EN WILLIAMSBURG STREET E,Brooklyn,2187.0
N/B BEACH CHANNEL DRIVE @ HORTON AVE,Queens,2186.9999999999995
N/B 12 AVE @ 70 ST,Brooklyn,2186.9999999999995
E 9 ST,Brooklyn,2186.9999999999995
CPW 72 APPR,Manhattan,2186.0
S/B MAIN ST @ 78 ROAD,Queens,2186.0
E/B ST. CLAIRE PLACE @ RIVERSIDE DR,Manhattan,2186.0
S/B E 15 ST @ EMMONS AVE,Brooklyn,2186.0
BEP WB EN CONEY ISL AV,Brooklyn,2186.0
GREENPOINT AVE BET MOULTRIE & HUMBOLDT STS,Brooklyn,2186.0
Ocean Pkwy SB Between,Brooklyn,2186.0
26 AV,Brooklyn,2186.0
E/B DIX AVE @ BEACH CHANNEL DR,Queens,2185.9999999999995
East 45 Street,Brooklyn,2185.4692163100062
JOHNSON AVENUE,Brooklyn,2185.3333333333335
PARKSIDE AVE WB DEPARTURE FROM OCEAN AVE,Brooklyn,2185.000000000001
128 ST,Queens,2185.0000000000005
WOODHAVEN BLVD MAIN RD APROACH TO ROCKAWAY BLVD,Queens,2185.0000000000005
E/B PARK LANE SOUTH @ 89 ST,Queens,2185.0000000000005
S/B ROCKAWAY BLVD @ 97 AVE,Queens,2185.0
56 STREET,Queens,2185.0
DEAN STREET,Brooklyn,2185.0
E/B WILLIAMSBURG BR SOUTH OUTER RDWY,Manhattan,2185.0
EAST 92 STREET,Brooklyn,2185.0
E/B 35 AVE @ 30 ST,Queens,2185.0
ROCKAWAY BLVD SB APPROACH TO INWOOD STREET,Queens,2185.0
BUTTERNUT ST,Bronx,2185.0
MADISON AVENUE BR APPROACH,Bronx,2184.9999999999995
W/B 9 STREET BRIDGE @ SMITH ST - 2 AVE,Brooklyn,2184.9999999999995
E/B E 174 ST @ METCALF AVE,Bronx,2184.9999999999995
N/B BX RIVER PWY EXT RAMP@ALLERTON AVE,Bronx,2184.9999999999995
EAST 7 STREET,Brooklyn,2184.9999999999995
GERARD AVENUE,Bronx,2184.9999999999995
107 STREET,Queens,2184.999999999999
5TH AVE BET 22ND & 23RD STS,Manhattan,2184.999999999999
BEACH 94 ST,Queens,2184.0000000000005
S/B 203 ST @ 32 AVE,Queens,2184.0000000000005
N/B HONEYWELL ST @ NORTHERN BLVD,Queens,2184.0000000000005
E167TH ST EB APPR BET W FARMS RD & BRYANT AVE,Bronx,2184.0
BATTERY PLACE,Manhattan,2184.0
BELT PKWY,Brooklyn,2184.0
BAYSIDE AVENUE,Queens,2184.0
S/B 192 ST @ 47 AVE,Queens,2184.0
E/B BRUCKNER EXPWY MAIN @ BRONX RIVR AVE,Bronx,2184.0
N/B 18 AVE @ 56 ST,Brooklyn,2184.0
CROSS BRONX EXPRESSWAY SR NORTH,Bronx,2184.0
AUSTIN ST,Queens,2184.0
149 PLACE,Queens,2184.0
W/B FARRAGUT RD @ E 45 ST,Brooklyn,2183.9999999999995
Broadway Bridge,Manhattan,2183.999999999999
EAST 175 STREET,Bronx,2183.9999999999986
E/B 56 ST @ 18 AVE,Brooklyn,2183.0000000000005
E 79TH ST BET 5TH AVE & MADISON AVE,Manhattan,2183.0000000000005
E 106 ST,Manhattan,2183.0000000000005
CONDUIT AVE EB APPROACH TO ROCKAWAY BLVD,Queens,2183.0000000000005
LIBERTY STREET,Manhattan,2183.0000000000005
PURCELL STREET,Staten Island,2183.0000000000005
E/B METROPOLITAN AVE@TROTTING COURSE LAN,Queens,2183.0000000000005
HUNTS POINT AVE APPROACH TO BRUCKNER BLVD SB,Bronx,2183.0000000000005
CROOKE AVENUE,Brooklyn,2183.0000000000005
HEWLETT ST,Queens,2183.0000000000005
WILLIAMSBURG BRIDGE,Manhattan,2183.0000000000005
SOUTH 9 STREET,Brooklyn,2183.0000000000005
E 120TH ST BET 5TH AVE & MADISON AVE,Manhattan,2183.0000000000005
E 233RD ST BET CARPENTER AVE & WHITE PLAINS RD,Bronx,2183.0
EAST 234 STREET,Bronx,2183.0
E/B AVE N @ E 54 ST,Brooklyn,2183.0
65TH ST APPROACHING 4TH AVE(UNDER BQE),Brooklyn,2183.0
PALMETTO ST BET ST NICHOLAS & MYRTLE AVES,Brooklyn,2183.0
PARK DRIVE EAST,Queens,2183.0
FRESH KILLS BRIDGE,Staten Island,2183.0
UTICA AVE SB APPROACH TO FLATBUSH AVE,Brooklyn,2183.0
PROSPECT PARK SOUTHWEST,Brooklyn,2183.0
CLARENDON RD W/O RALPH AVE,Brooklyn,2183.0
SOUND STREET,Queens,2183.0
CROPSEY AV BR,Brooklyn,2183.0
DOVER STREET/FRANKFORT ST,Manhattan,2183.0
VAN WYCK EXPRESSWAY EXIT 9 NB,Queens,2183.0
W/B QUEENSBORO BR NORTH INNER RDWY,Manhattan,2183.0
DYRE AVENUE,Bronx,2183.0
S/B 5 AVE @ W 142 ST,Manhattan,2183.0
ROCKAWAY BLVD EB APPROACH TO SUTPHIN BLVD,Queens,2183.0
W/B UNION SQUARE E @ E 14 ST,Manhattan,2183.0
TARLTON STREET,Staten Island,2183.0
W/B E 135 ST (MAIN RD) @ MADISON AVE,Manhattan,2183.0
ROOSEVELT IS BRIDGE,Manhattan,2183.0
N/B 7 AVENUE @ 86 STREET,Brooklyn,2183.0
58 ROAD,Queens,2183.0
FLATBUSH AVE APPROACH TO LINCOLN RD,Brooklyn,2183.0
EAST 156 STREET,Bronx,2183.0
VAN CORTLANDT AVENUE EAST,Bronx,2183.0
E 165TH ST BET E 164TH & CRAND CONCOURSE,Bronx,2183.0
N/B CLASSON AVE @ CLIFTON PLACE,Brooklyn,2183.0
PELHAM BRIDGE,Bronx,2183.0
MAJOR DEEGAN EXPRESSWAY SR,Bronx,2183.0
RIVERDALE AVENUE,Bronx,2183.0
EAST 125 STREET,Manhattan,2183.0
S/B FRESH KILLS BRIDGE @ FOREST HILL RD-,Staten Island,2183.0
BARTOW AVE APPROACH TO CO OP CITY BLVD,Bronx,2183.0
HALLECK STREET,Bronx,2183.0
ST ANNS AVENUE,Bronx,2183.0
N/B YORK AVE @ E 61 ST,Manhattan,2183.0
EAST 236 STREET,Bronx,2183.0
RIKERS ISLAND BRIDGE,Queens,2183.0
BQE WB ENTRANCE OLD FULTON ST,Brooklyn,2183.0
HUNTS PT AVE APPROACH TO BRUCKNER BLVD SB,Bronx,2183.0
EAST 180 STREET,Bronx,2183.0
E MT EDEN AVE APPROACH TO GRAND CONCOURSE,Bronx,2183.0
CROSS BX SVC RD N,Bronx,2183.0
E/B HAMPTON GREEN @ ARDEN AVE,Staten Island,2183.0
N/B PULASKI BRIDGE @ EAGLE ST - 49 AVE,Queens,2183.0
FOUNTAIN AVENUE,Brooklyn,2183.0
E 125 ST,Manhattan,2183.0
S/B GEORGE ST @ SENECA AVE,Queens,2183.0
E/B ROCKAWAY BEACH BLVD @ B 102 ST,Queens,2183.0
PARKSIDE AVE APPROACH TO FLATBUSH AVE,Brooklyn,2183.0
DUNKIRK ST BTWN LIBERTY AVE & ARCADE AVE,Queens,2183.0
WEST 116 STREET,Manhattan,2183.0
BEACH CHANNEL DRIVE,Queens,2183.0
OLMSTEAD AVENUE,Bronx,2183.0
HOOK CREEK BRIDGE,Queens,2183.0
78TH ST AT 7TH AVE,Brooklyn,2183.0
WEST DR BET ENTRANCE TO THE PARK & 3RD ST,Brooklyn,2183.0
W/B E 174 ST BRIDGE @ BOONE AVE,Bronx,2183.0
E/B PROSPECT PK S/W(E LEG) @16 ST SLP RD,Brooklyn,2183.0
COOPER ST-COOPER AV,Brooklyn,2183.0
PEARL STREET,Manhattan,2183.0
WAKEMAN PLACE,Brooklyn,2182.9999999999995
S/B GUY R. BREWER BLVD @ 122 AVE,Queens,2182.9999999999995
QUEENS BLVD SER RD APPROA TO JUNCTION BLVD,Queens,2182.9999999999995
E/B BRICK TOWN PLAZA MALL@VETERANS RD W,Staten Island,2182.9999999999995
BELT PKWY EB EN PENNSYLVANIA AVE,Brooklyn,2182.9999999999995
BELT PKWY WB EN FLATBUSH AVE SB,Brooklyn,2182.9999999999995
S/B HUTCHINSON RIVER PKWY @ ENGLAND,Bronx,2182.9999999999995
S/B HONEYWELL ST @ SKILLMAN AVE,Queens,2182.9999999999995
Coney Island Creek Shoreline,Brooklyn,2182.9999999999995
E/B HARVEST AVE @ BEMENT AVE,Staten Island,2182.9999999999995
CO OP CITY BLVD APPROACH TO PEAR TREE AVE,Bronx,2182.9999999999995
GOWANUS EXPRESSWAY EXIT 24 WB,Brooklyn,2182.9999999999995
WILLIS AVENUE BRIDGE,Manhattan,2182.9999999999995
N/B PARK CIRCLE @ PARKSIDE AVENUE,Brooklyn,2182.9999999999995
RIVERDALE AV,Bronx,2182.9999999999995
EAST 179 STREET,Bronx,2182.9999999999995
BELT PARKWAY SB ENTRANCE 181 ST,Queens,2182.9999999999995
S/B GRAND CONCORS (S/R)@VAN CORTLANDT AV,Bronx,2182.9999999999995
SPOFFORD AVENUE,Bronx,2182.9999999999995
E/B CORTELYOU RD @ CONEY ISLAND AVE,Brooklyn,2182.9999999999995
E/B CORTELYOU RD(E LEG)@CONEY ISLAND AVE,Brooklyn,2182.9999999999995
W/B N CONDUIT AVE @ BROOKVILLE BLVD,Queens,2182.9999999999995
Ocean Pkwy SB SRD Between,Brooklyn,2182.9999999999995
ROCKAWAY AV,Brooklyn,2182.9999999999995
CO OP CITY BLVD APPROACH TO BAYCHESTER AVE,Bronx,2182.9999999999995
N/B EASTCHESTER BRIDGE @ NOELL AVE -,Bronx,2182.9999999999995
AVE Z BET HOMECREST AVE & E 13TH ST,Brooklyn,2182.999999999999
ASCH LOOP APPROACH TO BARTOW AVE,Bronx,2182.999999999999
RIVERSIDE DR SR APPROACH TO W 95TH ST,Manhattan,2182.999999999999
CENTRAL PARK N,Manhattan,2182.999999999999
W 158 ST,Manhattan,2182.999999999999
BROADWAY @ CARYL AVE (CITY LINE),Bronx,2182.999999999999
CHATHAM SQUARE,Manhattan,2182.9999999999986
ANDERSON AVENUE,Bronx,2182.9999999999986
EAST BROADWAY,Manhattan,2182.9999999999986
BEACH 22 STREET,Queens,2182.9999999999986
MORLEY AVENUE,Staten Island,2182.9999999999986
STATE RD,Queens,2182.0000000000005
WEST ST,Brooklyn,2182.0
HUBBARD ST,Brooklyn,2182.0
GUIDER AV,Brooklyn,2181.9999999999995
S/B BROADWAY @ E 21 ST,Manhattan,2181.9999999999995
W 165 ST,Manhattan,2181.999999999999
WEST 58 STREET,Manhattan,2181.031827848162
E 173 ST,Bronx,2181.0000000000005
1 AV W RDWY,Manhattan,2181.0
Cortelyou Road,Brooklyn,2180.9999999999995
Whitestone Expressway Sr East,Queens,2180.0
MANHATTAN AVENUE,Manhattan,2179.3796791443942
S/B KINGSLAND AVE @ MASPETH AVE,Brooklyn,2177.0
JUNCTION BLVD APPROACHING 62ND DR,Queens,2173.0
N/B E 10 ST @ FOSTER AVE,Brooklyn,2160.9999999999995
GRAND CENTRAL PARKWAY ET 45 WB,Queens,2159.9999999999986
EAST 60 STREET,Manhattan,2104.35740747618
BROADWAY WB APPROACH TO 69TH ST,Queens,2104.1143557422974
MANHATTAN COLLEGE PARKWAY,Bronx,2088.4745643245687
59 ST,Queens,2075.778306878308
LORRAINE STREET,Brooklyn,2042.1608088635685
WESTCHESTER AVE BET TRINITY & JACKSON AVES,Bronx,2011.7030472795157
